"","type","pct","crime","crimes_count"
"364","misdemeanor_offenses","33","MISDEMEANOR DANGEROUS WEAPONS (5)               ",68
"365","misdemeanor_offenses","33","PETIT LARCENY                         ",643
"366","misdemeanor_offenses","33","ASSAULT 3 AND RELATED OFFENSES        ",405
"367","misdemeanor_offenses","33","INTOXICATED & IMPAIRED DRIVING              ",83
"368","misdemeanor_offenses","33","VEHICLE AND TRAFFIC LAWS              ",41
"369","misdemeanor_offenses","33","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",366
"370","misdemeanor_offenses","33","CRIMINAL TRESPASS",128
"371","misdemeanor_offenses","33","UNAUTHORIZED USE OF A VEHICLE           ",10
"372","misdemeanor_offenses","33","OFFENSES AGAINST THE PERSON (7)      ",10
"373","misdemeanor_offenses","33","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",87
"374","misdemeanor_offenses","33","ADMINISTRATIVE CODE (6)            ",8
"375","misdemeanor_offenses","33","FRAUDS (3)                    ",38
"376","misdemeanor_offenses","33","AGGRAVATED HARASSMENT 2               ",106
"377","misdemeanor_offenses","33","OTHER MISDEMEANORS (8)",583
"379","misdemeanor_offenses","34","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",6
"380","misdemeanor_offenses","34","MISDEMEANOR SEX CRIMES (4)",31
"381","misdemeanor_offenses","34","MISDEMEANOR DANGEROUS DRUGS  (1)",707
"382","misdemeanor_offenses","34","MISDEMEANOR DANGEROUS WEAPONS (5)               ",82
"383","misdemeanor_offenses","34","PETIT LARCENY                         ",761
"384","misdemeanor_offenses","34","ASSAULT 3 AND RELATED OFFENSES        ",522
"385","misdemeanor_offenses","34","INTOXICATED & IMPAIRED DRIVING              ",131
"386","misdemeanor_offenses","34","VEHICLE AND TRAFFIC LAWS              ",55
"387","misdemeanor_offenses","34","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",615
"388","misdemeanor_offenses","34","CRIMINAL TRESPASS",205
"389","misdemeanor_offenses","34","UNAUTHORIZED USE OF A VEHICLE           ",13
"390","misdemeanor_offenses","34","OFFENSES AGAINST THE PERSON (7)      ",29
"391","misdemeanor_offenses","34","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",93
"392","misdemeanor_offenses","34","ADMINISTRATIVE CODE (6)            ",5
"393","misdemeanor_offenses","34","FRAUDS (3)                    ",46
"394","misdemeanor_offenses","34","AGGRAVATED HARASSMENT 2               ",173
"395","misdemeanor_offenses","34","OTHER MISDEMEANORS (8)",489
"397","misdemeanor_offenses","40","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",35
"398","misdemeanor_offenses","40","MISDEMEANOR SEX CRIMES (4)",78
"399","misdemeanor_offenses","40","MISDEMEANOR DANGEROUS DRUGS  (1)",1602
"400","misdemeanor_offenses","40","MISDEMEANOR DANGEROUS WEAPONS (5)               ",345
"401","misdemeanor_offenses","40","PETIT LARCENY                         ",1839
"402","misdemeanor_offenses","40","ASSAULT 3 AND RELATED OFFENSES        ",1318
"403","misdemeanor_offenses","40","INTOXICATED & IMPAIRED DRIVING              ",103
"404","misdemeanor_offenses","40","VEHICLE AND TRAFFIC LAWS              ",100
"405","misdemeanor_offenses","40","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",844
"406","misdemeanor_offenses","40","CRIMINAL TRESPASS",1204
"407","misdemeanor_offenses","40","UNAUTHORIZED USE OF A VEHICLE           ",19
"408","misdemeanor_offenses","40","OFFENSES AGAINST THE PERSON (7)      ",55
"409","misdemeanor_offenses","40","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",321
"410","misdemeanor_offenses","40","ADMINISTRATIVE CODE (6)            ",13
"411","misdemeanor_offenses","40","FRAUDS (3)                    ",173
"412","misdemeanor_offenses","40","AGGRAVATED HARASSMENT 2               ",490
"413","misdemeanor_offenses","40","OTHER MISDEMEANORS (8)",2240
"415","misdemeanor_offenses","41","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",17
"416","misdemeanor_offenses","41","MISDEMEANOR SEX CRIMES (4)",29
"417","misdemeanor_offenses","41","MISDEMEANOR DANGEROUS DRUGS  (1)",611
"418","misdemeanor_offenses","41","MISDEMEANOR DANGEROUS WEAPONS (5)               ",73
"419","misdemeanor_offenses","41","PETIT LARCENY                         ",855
"420","misdemeanor_offenses","41","ASSAULT 3 AND RELATED OFFENSES        ",679
"421","misdemeanor_offenses","41","INTOXICATED & IMPAIRED DRIVING              ",60
"422","misdemeanor_offenses","41","VEHICLE AND TRAFFIC LAWS              ",48
"423","misdemeanor_offenses","41","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",493
"424","misdemeanor_offenses","41","CRIMINAL TRESPASS",56
"425","misdemeanor_offenses","41","UNAUTHORIZED USE OF A VEHICLE           ",15
"426","misdemeanor_offenses","41","OFFENSES AGAINST THE PERSON (7)      ",18
"427","misdemeanor_offenses","41","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",121
"428","misdemeanor_offenses","41","ADMINISTRATIVE CODE (6)            ",11
"429","misdemeanor_offenses","41","FRAUDS (3)                    ",77
"430","misdemeanor_offenses","41","AGGRAVATED HARASSMENT 2               ",303
"431","misdemeanor_offenses","41","OTHER MISDEMEANORS (8)",999
"433","misdemeanor_offenses","42","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",17
"434","misdemeanor_offenses","42","MISDEMEANOR SEX CRIMES (4)",35
"435","misdemeanor_offenses","42","MISDEMEANOR DANGEROUS DRUGS  (1)",1040
"436","misdemeanor_offenses","42","MISDEMEANOR DANGEROUS WEAPONS (5)               ",198
"437","misdemeanor_offenses","42","PETIT LARCENY                         ",866
"438","misdemeanor_offenses","42","ASSAULT 3 AND RELATED OFFENSES        ",891
"439","misdemeanor_offenses","42","INTOXICATED & IMPAIRED DRIVING              ",54
"440","misdemeanor_offenses","42","VEHICLE AND TRAFFIC LAWS              ",65
"441","misdemeanor_offenses","42","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",723
"442","misdemeanor_offenses","42","CRIMINAL TRESPASS",267
"443","misdemeanor_offenses","42","UNAUTHORIZED USE OF A VEHICLE           ",21
"444","misdemeanor_offenses","42","OFFENSES AGAINST THE PERSON (7)      ",29
"445","misdemeanor_offenses","42","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",254
"446","misdemeanor_offenses","42","ADMINISTRATIVE CODE (6)            ",7
"447","misdemeanor_offenses","42","FRAUDS (3)                    ",50
"448","misdemeanor_offenses","42","AGGRAVATED HARASSMENT 2               ",258
"449","misdemeanor_offenses","42","OTHER MISDEMEANORS (8)",878
"451","misdemeanor_offenses","43","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",32
"452","misdemeanor_offenses","43","MISDEMEANOR SEX CRIMES (4)",53
"453","misdemeanor_offenses","43","MISDEMEANOR DANGEROUS DRUGS  (1)",966
"454","misdemeanor_offenses","43","MISDEMEANOR DANGEROUS WEAPONS (5)               ",182
"455","misdemeanor_offenses","43","PETIT LARCENY                         ",1530
"456","misdemeanor_offenses","43","ASSAULT 3 AND RELATED OFFENSES        ",1333
"457","misdemeanor_offenses","43","INTOXICATED & IMPAIRED DRIVING              ",81
"458","misdemeanor_offenses","43","VEHICLE AND TRAFFIC LAWS              ",104
"459","misdemeanor_offenses","43","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",1149
"460","misdemeanor_offenses","43","CRIMINAL TRESPASS",305
"461","misdemeanor_offenses","43","UNAUTHORIZED USE OF A VEHICLE           ",31
"462","misdemeanor_offenses","43","OFFENSES AGAINST THE PERSON (7)      ",73
"463","misdemeanor_offenses","43","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",286
"464","misdemeanor_offenses","43","ADMINISTRATIVE CODE (6)            ",30
"465","misdemeanor_offenses","43","FRAUDS (3)                    ",79
"466","misdemeanor_offenses","43","AGGRAVATED HARASSMENT 2               ",653
"467","misdemeanor_offenses","43","OTHER MISDEMEANORS (8)",904
"469","misdemeanor_offenses","44","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",24
"470","misdemeanor_offenses","44","MISDEMEANOR SEX CRIMES (4)",67
"471","misdemeanor_offenses","44","MISDEMEANOR DANGEROUS DRUGS  (1)",1292
"472","misdemeanor_offenses","44","MISDEMEANOR DANGEROUS WEAPONS (5)               ",412
"473","misdemeanor_offenses","44","PETIT LARCENY                         ",1839
"474","misdemeanor_offenses","44","ASSAULT 3 AND RELATED OFFENSES        ",1178
"475","misdemeanor_offenses","44","INTOXICATED & IMPAIRED DRIVING              ",77
"476","misdemeanor_offenses","44","VEHICLE AND TRAFFIC LAWS              ",112
"477","misdemeanor_offenses","44","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",879
"478","misdemeanor_offenses","44","CRIMINAL TRESPASS",687
"479","misdemeanor_offenses","44","UNAUTHORIZED USE OF A VEHICLE           ",25
"480","misdemeanor_offenses","44","OFFENSES AGAINST THE PERSON (7)      ",50
"481","misdemeanor_offenses","44","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",315
"482","misdemeanor_offenses","44","ADMINISTRATIVE CODE (6)            ",19
"483","misdemeanor_offenses","44","FRAUDS (3)                    ",144
"484","misdemeanor_offenses","44","AGGRAVATED HARASSMENT 2               ",365
"485","misdemeanor_offenses","44","OTHER MISDEMEANORS (8)",1769
"487","misdemeanor_offenses","45","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",9
"488","misdemeanor_offenses","45","MISDEMEANOR SEX CRIMES (4)",33
"489","misdemeanor_offenses","45","MISDEMEANOR DANGEROUS DRUGS  (1)",191
"490","misdemeanor_offenses","45","MISDEMEANOR DANGEROUS WEAPONS (5)               ",82
"491","misdemeanor_offenses","45","PETIT LARCENY                         ",1540
"492","misdemeanor_offenses","45","ASSAULT 3 AND RELATED OFFENSES        ",468
"493","misdemeanor_offenses","45","INTOXICATED & IMPAIRED DRIVING              ",85
"494","misdemeanor_offenses","45","VEHICLE AND TRAFFIC LAWS              ",58
"495","misdemeanor_offenses","45","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",765
"496","misdemeanor_offenses","45","CRIMINAL TRESPASS",78
"497","misdemeanor_offenses","45","UNAUTHORIZED USE OF A VEHICLE           ",9
"498","misdemeanor_offenses","45","OFFENSES AGAINST THE PERSON (7)      ",17
"499","misdemeanor_offenses","45","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",154
"500","misdemeanor_offenses","45","ADMINISTRATIVE CODE (6)            ",9
"501","misdemeanor_offenses","45","FRAUDS (3)                    ",22
"502","misdemeanor_offenses","45","AGGRAVATED HARASSMENT 2               ",256
"503","misdemeanor_offenses","45","OTHER MISDEMEANORS (8)",165
"505","misdemeanor_offenses","46","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",27
"506","misdemeanor_offenses","46","MISDEMEANOR SEX CRIMES (4)",47
"507","misdemeanor_offenses","46","MISDEMEANOR DANGEROUS DRUGS  (1)",1208
"508","misdemeanor_offenses","46","MISDEMEANOR DANGEROUS WEAPONS (5)               ",202
"509","misdemeanor_offenses","46","PETIT LARCENY                         ",973
"510","misdemeanor_offenses","46","ASSAULT 3 AND RELATED OFFENSES        ",1133
"511","misdemeanor_offenses","46","INTOXICATED & IMPAIRED DRIVING              ",50
"512","misdemeanor_offenses","46","VEHICLE AND TRAFFIC LAWS              ",77
"513","misdemeanor_offenses","46","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",678
"514","misdemeanor_offenses","46","CRIMINAL TRESPASS",183
"515","misdemeanor_offenses","46","UNAUTHORIZED USE OF A VEHICLE           ",12
"516","misdemeanor_offenses","46","OFFENSES AGAINST THE PERSON (7)      ",32
"517","misdemeanor_offenses","46","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",224
"518","misdemeanor_offenses","46","ADMINISTRATIVE CODE (6)            ",14
"519","misdemeanor_offenses","46","FRAUDS (3)                    ",59
"520","misdemeanor_offenses","46","AGGRAVATED HARASSMENT 2               ",487
"521","misdemeanor_offenses","46","OTHER MISDEMEANORS (8)",947
"523","misdemeanor_offenses","47","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",10
"524","misdemeanor_offenses","47","MISDEMEANOR SEX CRIMES (4)",40
"525","misdemeanor_offenses","47","MISDEMEANOR DANGEROUS DRUGS  (1)",849
"526","misdemeanor_offenses","47","MISDEMEANOR DANGEROUS WEAPONS (5)               ",182
"527","misdemeanor_offenses","47","PETIT LARCENY                         ",1010
"528","misdemeanor_offenses","47","ASSAULT 3 AND RELATED OFFENSES        ",925
"529","misdemeanor_offenses","47","INTOXICATED & IMPAIRED DRIVING              ",98
"530","misdemeanor_offenses","47","VEHICLE AND TRAFFIC LAWS              ",104
"531","misdemeanor_offenses","47","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",867
"532","misdemeanor_offenses","47","CRIMINAL TRESPASS",209
"533","misdemeanor_offenses","47","UNAUTHORIZED USE OF A VEHICLE           ",23
"534","misdemeanor_offenses","47","OFFENSES AGAINST THE PERSON (7)      ",26
"535","misdemeanor_offenses","47","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",240
"536","misdemeanor_offenses","47","ADMINISTRATIVE CODE (6)            ",36
"537","misdemeanor_offenses","47","FRAUDS (3)                    ",76
"538","misdemeanor_offenses","47","AGGRAVATED HARASSMENT 2               ",403
"539","misdemeanor_offenses","47","OTHER MISDEMEANORS (8)",870
"541","misdemeanor_offenses","48","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",12
"542","misdemeanor_offenses","48","MISDEMEANOR SEX CRIMES (4)",36
"543","misdemeanor_offenses","48","MISDEMEANOR DANGEROUS DRUGS  (1)",1101
"544","misdemeanor_offenses","48","MISDEMEANOR DANGEROUS WEAPONS (5)               ",150
"545","misdemeanor_offenses","48","PETIT LARCENY                         ",932
"546","misdemeanor_offenses","48","ASSAULT 3 AND RELATED OFFENSES        ",965
"547","misdemeanor_offenses","48","INTOXICATED & IMPAIRED DRIVING              ",76
"548","misdemeanor_offenses","48","VEHICLE AND TRAFFIC LAWS              ",77
"549","misdemeanor_offenses","48","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",640
"550","misdemeanor_offenses","48","CRIMINAL TRESPASS",165
"551","misdemeanor_offenses","48","UNAUTHORIZED USE OF A VEHICLE           ",25
"552","misdemeanor_offenses","48","OFFENSES AGAINST THE PERSON (7)      ",39
"553","misdemeanor_offenses","48","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",251
"554","misdemeanor_offenses","48","ADMINISTRATIVE CODE (6)            ",11
"555","misdemeanor_offenses","48","FRAUDS (3)                    ",63
"556","misdemeanor_offenses","48","AGGRAVATED HARASSMENT 2               ",366
"557","misdemeanor_offenses","48","OTHER MISDEMEANORS (8)",634
"559","misdemeanor_offenses","49","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",15
"560","misdemeanor_offenses","49","MISDEMEANOR SEX CRIMES (4)",39
"561","misdemeanor_offenses","49","MISDEMEANOR DANGEROUS DRUGS  (1)",359
"562","misdemeanor_offenses","49","MISDEMEANOR DANGEROUS WEAPONS (5)               ",120
"563","misdemeanor_offenses","49","PETIT LARCENY                         ",1063
"564","misdemeanor_offenses","49","ASSAULT 3 AND RELATED OFFENSES        ",511
"565","misdemeanor_offenses","49","INTOXICATED & IMPAIRED DRIVING              ",42
"566","misdemeanor_offenses","49","VEHICLE AND TRAFFIC LAWS              ",306
"567","misdemeanor_offenses","49","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",656
"568","misdemeanor_offenses","49","CRIMINAL TRESPASS",129
"569","misdemeanor_offenses","49","UNAUTHORIZED USE OF A VEHICLE           ",27
"570","misdemeanor_offenses","49","OFFENSES AGAINST THE PERSON (7)      ",11
"571","misdemeanor_offenses","49","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",121
"572","misdemeanor_offenses","49","ADMINISTRATIVE CODE (6)            ",14
"573","misdemeanor_offenses","49","FRAUDS (3)                    ",45
"574","misdemeanor_offenses","49","AGGRAVATED HARASSMENT 2               ",324
"575","misdemeanor_offenses","49","OTHER MISDEMEANORS (8)",612
"577","misdemeanor_offenses","50","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",16
"578","misdemeanor_offenses","50","MISDEMEANOR SEX CRIMES (4)",19
"579","misdemeanor_offenses","50","MISDEMEANOR DANGEROUS DRUGS  (1)",376
"580","misdemeanor_offenses","50","MISDEMEANOR DANGEROUS WEAPONS (5)               ",77
"581","misdemeanor_offenses","50","PETIT LARCENY                         ",773
"582","misdemeanor_offenses","50","ASSAULT 3 AND RELATED OFFENSES        ",352
"583","misdemeanor_offenses","50","INTOXICATED & IMPAIRED DRIVING              ",53
"584","misdemeanor_offenses","50","VEHICLE AND TRAFFIC LAWS              ",41
"585","misdemeanor_offenses","50","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",446
"586","misdemeanor_offenses","50","CRIMINAL TRESPASS",22
"587","misdemeanor_offenses","50","UNAUTHORIZED USE OF A VEHICLE           ",17
"588","misdemeanor_offenses","50","OFFENSES AGAINST THE PERSON (7)      ",7
"589","misdemeanor_offenses","50","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",77
"590","misdemeanor_offenses","50","ADMINISTRATIVE CODE (6)            ",9
"591","misdemeanor_offenses","50","FRAUDS (3)                    ",59
"592","misdemeanor_offenses","50","AGGRAVATED HARASSMENT 2               ",240
"593","misdemeanor_offenses","50","OTHER MISDEMEANORS (8)",164
"595","misdemeanor_offenses","52","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",17
"596","misdemeanor_offenses","52","MISDEMEANOR SEX CRIMES (4)",53
"597","misdemeanor_offenses","52","MISDEMEANOR DANGEROUS DRUGS  (1)",1329
"598","misdemeanor_offenses","52","MISDEMEANOR DANGEROUS WEAPONS (5)               ",133
"599","misdemeanor_offenses","52","PETIT LARCENY                         ",1709
"600","misdemeanor_offenses","52","ASSAULT 3 AND RELATED OFFENSES        ",920
"601","misdemeanor_offenses","52","INTOXICATED & IMPAIRED DRIVING              ",79
"602","misdemeanor_offenses","52","VEHICLE AND TRAFFIC LAWS              ",106
"603","misdemeanor_offenses","52","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",878
"604","misdemeanor_offenses","52","CRIMINAL TRESPASS",224
"605","misdemeanor_offenses","52","UNAUTHORIZED USE OF A VEHICLE           ",12
"606","misdemeanor_offenses","52","OFFENSES AGAINST THE PERSON (7)      ",15
"607","misdemeanor_offenses","52","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",238
"608","misdemeanor_offenses","52","ADMINISTRATIVE CODE (6)            ",26
"609","misdemeanor_offenses","52","FRAUDS (3)                    ",65
"610","misdemeanor_offenses","52","AGGRAVATED HARASSMENT 2               ",446
"611","misdemeanor_offenses","52","OTHER MISDEMEANORS (8)",865
"613","misdemeanor_offenses","60","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",10
"614","misdemeanor_offenses","60","MISDEMEANOR SEX CRIMES (4)",34
"615","misdemeanor_offenses","60","MISDEMEANOR DANGEROUS DRUGS  (1)",759
"616","misdemeanor_offenses","60","MISDEMEANOR DANGEROUS WEAPONS (5)               ",86
"617","misdemeanor_offenses","60","PETIT LARCENY                         ",922
"618","misdemeanor_offenses","60","ASSAULT 3 AND RELATED OFFENSES        ",614
"619","misdemeanor_offenses","60","INTOXICATED & IMPAIRED DRIVING              ",104
"620","misdemeanor_offenses","60","VEHICLE AND TRAFFIC LAWS              ",57
"621","misdemeanor_offenses","60","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",493
"622","misdemeanor_offenses","60","CRIMINAL TRESPASS",255
"623","misdemeanor_offenses","60","UNAUTHORIZED USE OF A VEHICLE           ",12
"624","misdemeanor_offenses","60","OFFENSES AGAINST THE PERSON (7)      ",15
"625","misdemeanor_offenses","60","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",133
"626","misdemeanor_offenses","60","ADMINISTRATIVE CODE (6)            ",11
"627","misdemeanor_offenses","60","FRAUDS (3)                    ",70
"628","misdemeanor_offenses","60","AGGRAVATED HARASSMENT 2               ",278
"629","misdemeanor_offenses","60","OTHER MISDEMEANORS (8)",621
"631","misdemeanor_offenses","61","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",14
"632","misdemeanor_offenses","61","MISDEMEANOR SEX CRIMES (4)",23
"633","misdemeanor_offenses","61","MISDEMEANOR DANGEROUS DRUGS  (1)",391
"634","misdemeanor_offenses","61","MISDEMEANOR DANGEROUS WEAPONS (5)               ",32
"635","misdemeanor_offenses","61","PETIT LARCENY                         ",964
"636","misdemeanor_offenses","61","ASSAULT 3 AND RELATED OFFENSES        ",435
"637","misdemeanor_offenses","61","INTOXICATED & IMPAIRED DRIVING              ",96
"638","misdemeanor_offenses","61","VEHICLE AND TRAFFIC LAWS              ",92
"639","misdemeanor_offenses","61","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",526
"640","misdemeanor_offenses","61","CRIMINAL TRESPASS",94
"641","misdemeanor_offenses","61","UNAUTHORIZED USE OF A VEHICLE           ",46
"642","misdemeanor_offenses","61","OFFENSES AGAINST THE PERSON (7)      ",8
"643","misdemeanor_offenses","61","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",37
"644","misdemeanor_offenses","61","ADMINISTRATIVE CODE (6)            ",9
"645","misdemeanor_offenses","61","FRAUDS (3)                    ",51
"646","misdemeanor_offenses","61","AGGRAVATED HARASSMENT 2               ",260
"647","misdemeanor_offenses","61","OTHER MISDEMEANORS (8)",295
"649","misdemeanor_offenses","62","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",37
"650","misdemeanor_offenses","62","MISDEMEANOR SEX CRIMES (4)",24
"651","misdemeanor_offenses","62","MISDEMEANOR DANGEROUS DRUGS  (1)",268
"652","misdemeanor_offenses","62","MISDEMEANOR DANGEROUS WEAPONS (5)               ",27
"653","misdemeanor_offenses","62","PETIT LARCENY                         ",934
"654","misdemeanor_offenses","62","ASSAULT 3 AND RELATED OFFENSES        ",638
"655","misdemeanor_offenses","62","INTOXICATED & IMPAIRED DRIVING              ",89
"656","misdemeanor_offenses","62","VEHICLE AND TRAFFIC LAWS              ",86
"657","misdemeanor_offenses","62","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",540
"658","misdemeanor_offenses","62","CRIMINAL TRESPASS",48
"659","misdemeanor_offenses","62","UNAUTHORIZED USE OF A VEHICLE           ",19
"660","misdemeanor_offenses","62","OFFENSES AGAINST THE PERSON (7)      ",9
"661","misdemeanor_offenses","62","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",97
"662","misdemeanor_offenses","62","ADMINISTRATIVE CODE (6)            ",6
"663","misdemeanor_offenses","62","FRAUDS (3)                    ",43
"664","misdemeanor_offenses","62","AGGRAVATED HARASSMENT 2               ",329
"665","misdemeanor_offenses","62","OTHER MISDEMEANORS (8)",267
"667","misdemeanor_offenses","63","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",6
"668","misdemeanor_offenses","63","MISDEMEANOR SEX CRIMES (4)",18
"669","misdemeanor_offenses","63","MISDEMEANOR DANGEROUS DRUGS  (1)",196
"670","misdemeanor_offenses","63","MISDEMEANOR DANGEROUS WEAPONS (5)               ",41
"671","misdemeanor_offenses","63","PETIT LARCENY                         ",1006
"672","misdemeanor_offenses","63","ASSAULT 3 AND RELATED OFFENSES        ",337
"673","misdemeanor_offenses","63","INTOXICATED & IMPAIRED DRIVING              ",77
"674","misdemeanor_offenses","63","VEHICLE AND TRAFFIC LAWS              ",36
"675","misdemeanor_offenses","63","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",458
"676","misdemeanor_offenses","63","CRIMINAL TRESPASS",33
"677","misdemeanor_offenses","63","UNAUTHORIZED USE OF A VEHICLE           ",47
"678","misdemeanor_offenses","63","OFFENSES AGAINST THE PERSON (7)      ",17
"679","misdemeanor_offenses","63","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",36
"680","misdemeanor_offenses","63","ADMINISTRATIVE CODE (6)            ",24
"681","misdemeanor_offenses","63","FRAUDS (3)                    ",65
"682","misdemeanor_offenses","63","AGGRAVATED HARASSMENT 2               ",264
"683","misdemeanor_offenses","63","OTHER MISDEMEANORS (8)",160
"685","misdemeanor_offenses","66","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",10
"686","misdemeanor_offenses","66","MISDEMEANOR SEX CRIMES (4)",47
"687","misdemeanor_offenses","66","MISDEMEANOR DANGEROUS DRUGS  (1)",197
"688","misdemeanor_offenses","66","MISDEMEANOR DANGEROUS WEAPONS (5)               ",35
"689","misdemeanor_offenses","66","PETIT LARCENY                         ",903
"690","misdemeanor_offenses","66","ASSAULT 3 AND RELATED OFFENSES        ",349
"691","misdemeanor_offenses","66","INTOXICATED & IMPAIRED DRIVING              ",110
"692","misdemeanor_offenses","66","VEHICLE AND TRAFFIC LAWS              ",84
"693","misdemeanor_offenses","66","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",407
"694","misdemeanor_offenses","66","CRIMINAL TRESPASS",49
"695","misdemeanor_offenses","66","UNAUTHORIZED USE OF A VEHICLE           ",38
"696","misdemeanor_offenses","66","OFFENSES AGAINST THE PERSON (7)      ",4
"697","misdemeanor_offenses","66","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",16
"698","misdemeanor_offenses","66","ADMINISTRATIVE CODE (6)            ",16
"699","misdemeanor_offenses","66","FRAUDS (3)                    ",20
"700","misdemeanor_offenses","66","AGGRAVATED HARASSMENT 2               ",182
"701","misdemeanor_offenses","66","OTHER MISDEMEANORS (8)",151
"703","misdemeanor_offenses","67","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",15
"704","misdemeanor_offenses","67","MISDEMEANOR SEX CRIMES (4)",57
"705","misdemeanor_offenses","67","MISDEMEANOR DANGEROUS DRUGS  (1)",692
"706","misdemeanor_offenses","67","MISDEMEANOR DANGEROUS WEAPONS (5)               ",83
"707","misdemeanor_offenses","67","PETIT LARCENY                         ",1001
"708","misdemeanor_offenses","67","ASSAULT 3 AND RELATED OFFENSES        ",1032
"709","misdemeanor_offenses","67","INTOXICATED & IMPAIRED DRIVING              ",207
"710","misdemeanor_offenses","67","VEHICLE AND TRAFFIC LAWS              ",118
"711","misdemeanor_offenses","67","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",715
"712","misdemeanor_offenses","67","CRIMINAL TRESPASS",110
"713","misdemeanor_offenses","67","UNAUTHORIZED USE OF A VEHICLE           ",47
"714","misdemeanor_offenses","67","OFFENSES AGAINST THE PERSON (7)      ",26
"715","misdemeanor_offenses","67","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",113
"716","misdemeanor_offenses","67","ADMINISTRATIVE CODE (6)            ",52
"717","misdemeanor_offenses","67","FRAUDS (3)                    ",118
"718","misdemeanor_offenses","67","AGGRAVATED HARASSMENT 2               ",358
"719","misdemeanor_offenses","67","OTHER MISDEMEANORS (8)",636
"721","misdemeanor_offenses","68","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",15
"722","misdemeanor_offenses","68","MISDEMEANOR SEX CRIMES (4)",15
"723","misdemeanor_offenses","68","MISDEMEANOR DANGEROUS DRUGS  (1)",264
"724","misdemeanor_offenses","68","MISDEMEANOR DANGEROUS WEAPONS (5)               ",50
"725","misdemeanor_offenses","68","PETIT LARCENY                         ",887
"726","misdemeanor_offenses","68","ASSAULT 3 AND RELATED OFFENSES        ",326
"727","misdemeanor_offenses","68","INTOXICATED & IMPAIRED DRIVING              ",122
"728","misdemeanor_offenses","68","VEHICLE AND TRAFFIC LAWS              ",54
