"","type","pct","crime","crimes_count"
"729","misdemeanor_offenses","68","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",417
"730","misdemeanor_offenses","68","CRIMINAL TRESPASS",69
"731","misdemeanor_offenses","68","UNAUTHORIZED USE OF A VEHICLE           ",21
"732","misdemeanor_offenses","68","OFFENSES AGAINST THE PERSON (7)      ",11
"733","misdemeanor_offenses","68","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",48
"734","misdemeanor_offenses","68","ADMINISTRATIVE CODE (6)            ",6
"735","misdemeanor_offenses","68","FRAUDS (3)                    ",54
"736","misdemeanor_offenses","68","AGGRAVATED HARASSMENT 2               ",306
"737","misdemeanor_offenses","68","OTHER MISDEMEANORS (8)",182
"739","misdemeanor_offenses","69","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",6
"740","misdemeanor_offenses","69","MISDEMEANOR SEX CRIMES (4)",27
"741","misdemeanor_offenses","69","MISDEMEANOR DANGEROUS DRUGS  (1)",243
"742","misdemeanor_offenses","69","MISDEMEANOR DANGEROUS WEAPONS (5)               ",38
"743","misdemeanor_offenses","69","PETIT LARCENY                         ",534
"744","misdemeanor_offenses","69","ASSAULT 3 AND RELATED OFFENSES        ",377
"745","misdemeanor_offenses","69","INTOXICATED & IMPAIRED DRIVING              ",88
"746","misdemeanor_offenses","69","VEHICLE AND TRAFFIC LAWS              ",53
"747","misdemeanor_offenses","69","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",400
"748","misdemeanor_offenses","69","CRIMINAL TRESPASS",86
"749","misdemeanor_offenses","69","UNAUTHORIZED USE OF A VEHICLE           ",24
"750","misdemeanor_offenses","69","OFFENSES AGAINST THE PERSON (7)      ",16
"751","misdemeanor_offenses","69","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",59
"752","misdemeanor_offenses","69","ADMINISTRATIVE CODE (6)            ",27
"753","misdemeanor_offenses","69","FRAUDS (3)                    ",24
"754","misdemeanor_offenses","69","AGGRAVATED HARASSMENT 2               ",289
"755","misdemeanor_offenses","69","OTHER MISDEMEANORS (8)",540
"757","misdemeanor_offenses","70","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",16
"758","misdemeanor_offenses","70","MISDEMEANOR SEX CRIMES (4)",50
"759","misdemeanor_offenses","70","MISDEMEANOR DANGEROUS DRUGS  (1)",278
"760","misdemeanor_offenses","70","MISDEMEANOR DANGEROUS WEAPONS (5)               ",72
"761","misdemeanor_offenses","70","PETIT LARCENY                         ",1443
"762","misdemeanor_offenses","70","ASSAULT 3 AND RELATED OFFENSES        ",720
"763","misdemeanor_offenses","70","INTOXICATED & IMPAIRED DRIVING              ",69
"764","misdemeanor_offenses","70","VEHICLE AND TRAFFIC LAWS              ",116
"765","misdemeanor_offenses","70","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",582
"766","misdemeanor_offenses","70","CRIMINAL TRESPASS",86
"767","misdemeanor_offenses","70","UNAUTHORIZED USE OF A VEHICLE           ",51
"768","misdemeanor_offenses","70","OFFENSES AGAINST THE PERSON (7)      ",9
"769","misdemeanor_offenses","70","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",63
"770","misdemeanor_offenses","70","ADMINISTRATIVE CODE (6)            ",11
"771","misdemeanor_offenses","70","FRAUDS (3)                    ",58
"772","misdemeanor_offenses","70","AGGRAVATED HARASSMENT 2               ",352
"773","misdemeanor_offenses","70","OTHER MISDEMEANORS (8)",563
"775","misdemeanor_offenses","71","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",14
"776","misdemeanor_offenses","71","MISDEMEANOR SEX CRIMES (4)",59
"777","misdemeanor_offenses","71","MISDEMEANOR DANGEROUS DRUGS  (1)",620
"778","misdemeanor_offenses","71","MISDEMEANOR DANGEROUS WEAPONS (5)               ",61
"779","misdemeanor_offenses","71","PETIT LARCENY                         ",969
"780","misdemeanor_offenses","71","ASSAULT 3 AND RELATED OFFENSES        ",622
"781","misdemeanor_offenses","71","INTOXICATED & IMPAIRED DRIVING              ",71
"782","misdemeanor_offenses","71","VEHICLE AND TRAFFIC LAWS              ",83
"783","misdemeanor_offenses","71","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",491
"784","misdemeanor_offenses","71","CRIMINAL TRESPASS",121
"785","misdemeanor_offenses","71","UNAUTHORIZED USE OF A VEHICLE           ",12
"786","misdemeanor_offenses","71","OFFENSES AGAINST THE PERSON (7)      ",17
"787","misdemeanor_offenses","71","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",128
"788","misdemeanor_offenses","71","ADMINISTRATIVE CODE (6)            ",23
"789","misdemeanor_offenses","71","FRAUDS (3)                    ",74
"790","misdemeanor_offenses","71","AGGRAVATED HARASSMENT 2               ",354
"791","misdemeanor_offenses","71","OTHER MISDEMEANORS (8)",534
"793","misdemeanor_offenses","72","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",10
"794","misdemeanor_offenses","72","MISDEMEANOR SEX CRIMES (4)",53
"795","misdemeanor_offenses","72","MISDEMEANOR DANGEROUS DRUGS  (1)",388
"796","misdemeanor_offenses","72","MISDEMEANOR DANGEROUS WEAPONS (5)               ",59
"797","misdemeanor_offenses","72","PETIT LARCENY                         ",784
"798","misdemeanor_offenses","72","ASSAULT 3 AND RELATED OFFENSES        ",495
"799","misdemeanor_offenses","72","INTOXICATED & IMPAIRED DRIVING              ",184
"800","misdemeanor_offenses","72","VEHICLE AND TRAFFIC LAWS              ",61
"801","misdemeanor_offenses","72","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",519
"802","misdemeanor_offenses","72","CRIMINAL TRESPASS",96
"803","misdemeanor_offenses","72","UNAUTHORIZED USE OF A VEHICLE           ",14
"804","misdemeanor_offenses","72","OFFENSES AGAINST THE PERSON (7)      ",8
"805","misdemeanor_offenses","72","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",49
"806","misdemeanor_offenses","72","ADMINISTRATIVE CODE (6)            ",3
"807","misdemeanor_offenses","72","FRAUDS (3)                    ",34
"808","misdemeanor_offenses","72","AGGRAVATED HARASSMENT 2               ",224
"809","misdemeanor_offenses","72","OTHER MISDEMEANORS (8)",474
"811","misdemeanor_offenses","73","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",35
"812","misdemeanor_offenses","73","MISDEMEANOR SEX CRIMES (4)",62
"813","misdemeanor_offenses","73","MISDEMEANOR DANGEROUS DRUGS  (1)",1043
"814","misdemeanor_offenses","73","MISDEMEANOR DANGEROUS WEAPONS (5)               ",125
"815","misdemeanor_offenses","73","PETIT LARCENY                         ",986
"816","misdemeanor_offenses","73","ASSAULT 3 AND RELATED OFFENSES        ",1093
"817","misdemeanor_offenses","73","INTOXICATED & IMPAIRED DRIVING              ",87
"818","misdemeanor_offenses","73","VEHICLE AND TRAFFIC LAWS              ",90
"819","misdemeanor_offenses","73","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",745
"820","misdemeanor_offenses","73","CRIMINAL TRESPASS",230
"821","misdemeanor_offenses","73","UNAUTHORIZED USE OF A VEHICLE           ",23
"822","misdemeanor_offenses","73","OFFENSES AGAINST THE PERSON (7)      ",33
"823","misdemeanor_offenses","73","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",144
"824","misdemeanor_offenses","73","ADMINISTRATIVE CODE (6)            ",24
"825","misdemeanor_offenses","73","FRAUDS (3)                    ",121
"826","misdemeanor_offenses","73","AGGRAVATED HARASSMENT 2               ",413
"827","misdemeanor_offenses","73","OTHER MISDEMEANORS (8)",1280
"829","misdemeanor_offenses","75","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",40
"830","misdemeanor_offenses","75","MISDEMEANOR SEX CRIMES (4)",107
"831","misdemeanor_offenses","75","MISDEMEANOR DANGEROUS DRUGS  (1)",1471
"832","misdemeanor_offenses","75","MISDEMEANOR DANGEROUS WEAPONS (5)               ",146
"833","misdemeanor_offenses","75","PETIT LARCENY                         ",2184
"834","misdemeanor_offenses","75","ASSAULT 3 AND RELATED OFFENSES        ",1584
"835","misdemeanor_offenses","75","INTOXICATED & IMPAIRED DRIVING              ",141
"836","misdemeanor_offenses","75","VEHICLE AND TRAFFIC LAWS              ",189
"837","misdemeanor_offenses","75","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",1155
"838","misdemeanor_offenses","75","CRIMINAL TRESPASS",312
"839","misdemeanor_offenses","75","UNAUTHORIZED USE OF A VEHICLE           ",38
"840","misdemeanor_offenses","75","OFFENSES AGAINST THE PERSON (7)      ",40
"841","misdemeanor_offenses","75","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",336
"842","misdemeanor_offenses","75","ADMINISTRATIVE CODE (6)            ",70
"843","misdemeanor_offenses","75","FRAUDS (3)                    ",189
"844","misdemeanor_offenses","75","AGGRAVATED HARASSMENT 2               ",688
"845","misdemeanor_offenses","75","OTHER MISDEMEANORS (8)",1874
"847","misdemeanor_offenses","76","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",7
"848","misdemeanor_offenses","76","MISDEMEANOR SEX CRIMES (4)",16
"849","misdemeanor_offenses","76","MISDEMEANOR DANGEROUS DRUGS  (1)",286
"850","misdemeanor_offenses","76","MISDEMEANOR DANGEROUS WEAPONS (5)               ",21
"851","misdemeanor_offenses","76","PETIT LARCENY                         ",450
"852","misdemeanor_offenses","76","ASSAULT 3 AND RELATED OFFENSES        ",162
"853","misdemeanor_offenses","76","INTOXICATED & IMPAIRED DRIVING              ",46
"854","misdemeanor_offenses","76","VEHICLE AND TRAFFIC LAWS              ",18
"855","misdemeanor_offenses","76","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",274
"856","misdemeanor_offenses","76","CRIMINAL TRESPASS",142
"857","misdemeanor_offenses","76","UNAUTHORIZED USE OF A VEHICLE           ",3
"858","misdemeanor_offenses","76","OFFENSES AGAINST THE PERSON (7)      ",9
"859","misdemeanor_offenses","76","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",30
"860","misdemeanor_offenses","76","ADMINISTRATIVE CODE (6)            ",2
"861","misdemeanor_offenses","76","FRAUDS (3)                    ",17
"862","misdemeanor_offenses","76","AGGRAVATED HARASSMENT 2               ",94
"863","misdemeanor_offenses","76","OTHER MISDEMEANORS (8)",133
"865","misdemeanor_offenses","77","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",15
"866","misdemeanor_offenses","77","MISDEMEANOR SEX CRIMES (4)",58
"867","misdemeanor_offenses","77","MISDEMEANOR DANGEROUS DRUGS  (1)",515
"868","misdemeanor_offenses","77","MISDEMEANOR DANGEROUS WEAPONS (5)               ",33
"869","misdemeanor_offenses","77","PETIT LARCENY                         ",836
"870","misdemeanor_offenses","77","ASSAULT 3 AND RELATED OFFENSES        ",666
"871","misdemeanor_offenses","77","INTOXICATED & IMPAIRED DRIVING              ",55
"872","misdemeanor_offenses","77","VEHICLE AND TRAFFIC LAWS              ",78
"873","misdemeanor_offenses","77","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",490
"874","misdemeanor_offenses","77","CRIMINAL TRESPASS",59
"875","misdemeanor_offenses","77","UNAUTHORIZED USE OF A VEHICLE           ",12
"876","misdemeanor_offenses","77","OFFENSES AGAINST THE PERSON (7)      ",5
"877","misdemeanor_offenses","77","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",78
"878","misdemeanor_offenses","77","ADMINISTRATIVE CODE (6)            ",24
"879","misdemeanor_offenses","77","FRAUDS (3)                    ",27
"880","misdemeanor_offenses","77","AGGRAVATED HARASSMENT 2               ",299
"881","misdemeanor_offenses","77","OTHER MISDEMEANORS (8)",692
"883","misdemeanor_offenses","78","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",5
"884","misdemeanor_offenses","78","MISDEMEANOR SEX CRIMES (4)",33
"885","misdemeanor_offenses","78","MISDEMEANOR DANGEROUS DRUGS  (1)",178
"886","misdemeanor_offenses","78","MISDEMEANOR DANGEROUS WEAPONS (5)               ",24
"887","misdemeanor_offenses","78","PETIT LARCENY                         ",1081
"888","misdemeanor_offenses","78","ASSAULT 3 AND RELATED OFFENSES        ",234
"889","misdemeanor_offenses","78","INTOXICATED & IMPAIRED DRIVING              ",45
"890","misdemeanor_offenses","78","VEHICLE AND TRAFFIC LAWS              ",34
"891","misdemeanor_offenses","78","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",281
"892","misdemeanor_offenses","78","CRIMINAL TRESPASS",60
"893","misdemeanor_offenses","78","UNAUTHORIZED USE OF A VEHICLE           ",4
"894","misdemeanor_offenses","78","OFFENSES AGAINST THE PERSON (7)      ",5
"895","misdemeanor_offenses","78","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",42
"896","misdemeanor_offenses","78","ADMINISTRATIVE CODE (6)            ",5
"897","misdemeanor_offenses","78","FRAUDS (3)                    ",23
"898","misdemeanor_offenses","78","AGGRAVATED HARASSMENT 2               ",130
"899","misdemeanor_offenses","78","OTHER MISDEMEANORS (8)",471
"901","misdemeanor_offenses","79","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",14
"902","misdemeanor_offenses","79","MISDEMEANOR SEX CRIMES (4)",45
"903","misdemeanor_offenses","79","MISDEMEANOR DANGEROUS DRUGS  (1)",434
"904","misdemeanor_offenses","79","MISDEMEANOR DANGEROUS WEAPONS (5)               ",31
"905","misdemeanor_offenses","79","PETIT LARCENY                         ",1089
"906","misdemeanor_offenses","79","ASSAULT 3 AND RELATED OFFENSES        ",683
"907","misdemeanor_offenses","79","INTOXICATED & IMPAIRED DRIVING              ",49
"908","misdemeanor_offenses","79","VEHICLE AND TRAFFIC LAWS              ",81
"909","misdemeanor_offenses","79","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",575
"910","misdemeanor_offenses","79","CRIMINAL TRESPASS",185
"911","misdemeanor_offenses","79","UNAUTHORIZED USE OF A VEHICLE           ",20
"912","misdemeanor_offenses","79","OFFENSES AGAINST THE PERSON (7)      ",18
"913","misdemeanor_offenses","79","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",89
"914","misdemeanor_offenses","79","ADMINISTRATIVE CODE (6)            ",9
"915","misdemeanor_offenses","79","FRAUDS (3)                    ",46
"916","misdemeanor_offenses","79","AGGRAVATED HARASSMENT 2               ",279
"917","misdemeanor_offenses","79","OTHER MISDEMEANORS (8)",1114
"919","misdemeanor_offenses","81","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",5
"920","misdemeanor_offenses","81","MISDEMEANOR SEX CRIMES (4)",30
"921","misdemeanor_offenses","81","MISDEMEANOR DANGEROUS DRUGS  (1)",428
"922","misdemeanor_offenses","81","MISDEMEANOR DANGEROUS WEAPONS (5)               ",36
"923","misdemeanor_offenses","81","PETIT LARCENY                         ",686
"924","misdemeanor_offenses","81","ASSAULT 3 AND RELATED OFFENSES        ",467
"925","misdemeanor_offenses","81","INTOXICATED & IMPAIRED DRIVING              ",42
"926","misdemeanor_offenses","81","VEHICLE AND TRAFFIC LAWS              ",55
"927","misdemeanor_offenses","81","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",479
"928","misdemeanor_offenses","81","CRIMINAL TRESPASS",77
"929","misdemeanor_offenses","81","UNAUTHORIZED USE OF A VEHICLE           ",13
"930","misdemeanor_offenses","81","OFFENSES AGAINST THE PERSON (7)      ",9
"931","misdemeanor_offenses","81","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",56
"932","misdemeanor_offenses","81","ADMINISTRATIVE CODE (6)            ",35
"933","misdemeanor_offenses","81","FRAUDS (3)                    ",27
"934","misdemeanor_offenses","81","AGGRAVATED HARASSMENT 2               ",241
"935","misdemeanor_offenses","81","OTHER MISDEMEANORS (8)",971
"937","misdemeanor_offenses","83","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",13
"938","misdemeanor_offenses","83","MISDEMEANOR SEX CRIMES (4)",57
"939","misdemeanor_offenses","83","MISDEMEANOR DANGEROUS DRUGS  (1)",523
"940","misdemeanor_offenses","83","MISDEMEANOR DANGEROUS WEAPONS (5)               ",42
"941","misdemeanor_offenses","83","PETIT LARCENY                         ",903
"942","misdemeanor_offenses","83","ASSAULT 3 AND RELATED OFFENSES        ",679
"943","misdemeanor_offenses","83","INTOXICATED & IMPAIRED DRIVING              ",43
"944","misdemeanor_offenses","83","VEHICLE AND TRAFFIC LAWS              ",98
"945","misdemeanor_offenses","83","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",568
"946","misdemeanor_offenses","83","CRIMINAL TRESPASS",117
"947","misdemeanor_offenses","83","UNAUTHORIZED USE OF A VEHICLE           ",14
"948","misdemeanor_offenses","83","OFFENSES AGAINST THE PERSON (7)      ",12
"949","misdemeanor_offenses","83","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",80
"950","misdemeanor_offenses","83","ADMINISTRATIVE CODE (6)            ",18
"951","misdemeanor_offenses","83","FRAUDS (3)                    ",35
"952","misdemeanor_offenses","83","AGGRAVATED HARASSMENT 2               ",298
"953","misdemeanor_offenses","83","OTHER MISDEMEANORS (8)",691
"955","misdemeanor_offenses","84","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",27
"956","misdemeanor_offenses","84","MISDEMEANOR SEX CRIMES (4)",41
"957","misdemeanor_offenses","84","MISDEMEANOR DANGEROUS DRUGS  (1)",99
"958","misdemeanor_offenses","84","MISDEMEANOR DANGEROUS WEAPONS (5)               ",30
"959","misdemeanor_offenses","84","PETIT LARCENY                         ",1448
"960","misdemeanor_offenses","84","ASSAULT 3 AND RELATED OFFENSES        ",308
"961","misdemeanor_offenses","84","INTOXICATED & IMPAIRED DRIVING              ",34
"962","misdemeanor_offenses","84","VEHICLE AND TRAFFIC LAWS              ",68
"963","misdemeanor_offenses","84","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",313
"964","misdemeanor_offenses","84","CRIMINAL TRESPASS",48
"965","misdemeanor_offenses","84","UNAUTHORIZED USE OF A VEHICLE           ",9
"966","misdemeanor_offenses","84","OFFENSES AGAINST THE PERSON (7)      ",22
"967","misdemeanor_offenses","84","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",73
"968","misdemeanor_offenses","84","ADMINISTRATIVE CODE (6)            ",2
"969","misdemeanor_offenses","84","FRAUDS (3)                    ",26
"970","misdemeanor_offenses","84","AGGRAVATED HARASSMENT 2               ",110
"971","misdemeanor_offenses","84","OTHER MISDEMEANORS (8)",900
"973","misdemeanor_offenses","88","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",3
"974","misdemeanor_offenses","88","MISDEMEANOR SEX CRIMES (4)",23
"975","misdemeanor_offenses","88","MISDEMEANOR DANGEROUS DRUGS  (1)",261
"976","misdemeanor_offenses","88","MISDEMEANOR DANGEROUS WEAPONS (5)               ",24
"977","misdemeanor_offenses","88","PETIT LARCENY                         ",705
"978","misdemeanor_offenses","88","ASSAULT 3 AND RELATED OFFENSES        ",309
"979","misdemeanor_offenses","88","INTOXICATED & IMPAIRED DRIVING              ",23
"980","misdemeanor_offenses","88","VEHICLE AND TRAFFIC LAWS              ",27
"981","misdemeanor_offenses","88","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",354
"982","misdemeanor_offenses","88","CRIMINAL TRESPASS",126
"983","misdemeanor_offenses","88","UNAUTHORIZED USE OF A VEHICLE           ",8
"984","misdemeanor_offenses","88","OFFENSES AGAINST THE PERSON (7)      ",9
"985","misdemeanor_offenses","88","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",56
"986","misdemeanor_offenses","88","ADMINISTRATIVE CODE (6)            ",4
"987","misdemeanor_offenses","88","FRAUDS (3)                    ",28
"988","misdemeanor_offenses","88","AGGRAVATED HARASSMENT 2               ",154
"989","misdemeanor_offenses","88","OTHER MISDEMEANORS (8)",307
"991","misdemeanor_offenses","90","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",8
"992","misdemeanor_offenses","90","MISDEMEANOR SEX CRIMES (4)",43
"993","misdemeanor_offenses","90","MISDEMEANOR DANGEROUS DRUGS  (1)",483
"994","misdemeanor_offenses","90","MISDEMEANOR DANGEROUS WEAPONS (5)               ",22
"995","misdemeanor_offenses","90","PETIT LARCENY                         ",1214
"996","misdemeanor_offenses","90","ASSAULT 3 AND RELATED OFFENSES        ",493
"997","misdemeanor_offenses","90","INTOXICATED & IMPAIRED DRIVING              ",66
"998","misdemeanor_offenses","90","VEHICLE AND TRAFFIC LAWS              ",91
"999","misdemeanor_offenses","90","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",729
"1000","misdemeanor_offenses","90","CRIMINAL TRESPASS",143
"1001","misdemeanor_offenses","90","UNAUTHORIZED USE OF A VEHICLE           ",21
"1002","misdemeanor_offenses","90","OFFENSES AGAINST THE PERSON (7)      ",24
"1003","misdemeanor_offenses","90","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",58
"1004","misdemeanor_offenses","90","ADMINISTRATIVE CODE (6)            ",0
"1005","misdemeanor_offenses","90","FRAUDS (3)                    ",31
"1006","misdemeanor_offenses","90","AGGRAVATED HARASSMENT 2               ",322
"1007","misdemeanor_offenses","90","OTHER MISDEMEANORS (8)",796
"1009","misdemeanor_offenses","94","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",9
"1010","misdemeanor_offenses","94","MISDEMEANOR SEX CRIMES (4)",36
"1011","misdemeanor_offenses","94","MISDEMEANOR DANGEROUS DRUGS  (1)",141
"1012","misdemeanor_offenses","94","MISDEMEANOR DANGEROUS WEAPONS (5)               ",7
"1013","misdemeanor_offenses","94","PETIT LARCENY                         ",840
"1014","misdemeanor_offenses","94","ASSAULT 3 AND RELATED OFFENSES        ",278
"1015","misdemeanor_offenses","94","INTOXICATED & IMPAIRED DRIVING              ",54
"1016","misdemeanor_offenses","94","VEHICLE AND TRAFFIC LAWS              ",54
"1017","misdemeanor_offenses","94","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",339
"1018","misdemeanor_offenses","94","CRIMINAL TRESPASS",52
"1019","misdemeanor_offenses","94","UNAUTHORIZED USE OF A VEHICLE           ",8
"1020","misdemeanor_offenses","94","OFFENSES AGAINST THE PERSON (7)      ",3
"1021","misdemeanor_offenses","94","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",36
"1022","misdemeanor_offenses","94","ADMINISTRATIVE CODE (6)            ",4
"1023","misdemeanor_offenses","94","FRAUDS (3)                    ",15
"1024","misdemeanor_offenses","94","AGGRAVATED HARASSMENT 2               ",120
"1025","misdemeanor_offenses","94","OTHER MISDEMEANORS (8)",272
"1027","misdemeanor_offenses","100","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",7
"1028","misdemeanor_offenses","100","MISDEMEANOR SEX CRIMES (4)",13
"1029","misdemeanor_offenses","100","MISDEMEANOR DANGEROUS DRUGS  (1)",159
"1030","misdemeanor_offenses","100","MISDEMEANOR DANGEROUS WEAPONS (5)               ",26
"1031","misdemeanor_offenses","100","PETIT LARCENY                         ",375
"1032","misdemeanor_offenses","100","ASSAULT 3 AND RELATED OFFENSES        ",231
"1033","misdemeanor_offenses","100","INTOXICATED & IMPAIRED DRIVING              ",20
"1034","misdemeanor_offenses","100","VEHICLE AND TRAFFIC LAWS              ",13
"1035","misdemeanor_offenses","100","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",177
"1036","misdemeanor_offenses","100","CRIMINAL TRESPASS",48
"1037","misdemeanor_offenses","100","UNAUTHORIZED USE OF A VEHICLE           ",16
"1038","misdemeanor_offenses","100","OFFENSES AGAINST THE PERSON (7)      ",10
"1039","misdemeanor_offenses","100","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",36
"1040","misdemeanor_offenses","100","ADMINISTRATIVE CODE (6)            ",15
"1041","misdemeanor_offenses","100","FRAUDS (3)                    ",40
"1042","misdemeanor_offenses","100","AGGRAVATED HARASSMENT 2               ",156
"1043","misdemeanor_offenses","100","OTHER MISDEMEANORS (8)",316
"1045","misdemeanor_offenses","101","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",10
"1046","misdemeanor_offenses","101","MISDEMEANOR SEX CRIMES (4)",32
"1047","misdemeanor_offenses","101","MISDEMEANOR DANGEROUS DRUGS  (1)",194
"1048","misdemeanor_offenses","101","MISDEMEANOR DANGEROUS WEAPONS (5)               ",54
"1049","misdemeanor_offenses","101","PETIT LARCENY                         ",476
"1050","misdemeanor_offenses","101","ASSAULT 3 AND RELATED OFFENSES        ",480
"1051","misdemeanor_offenses","101","INTOXICATED & IMPAIRED DRIVING              ",44
"1052","misdemeanor_offenses","101","VEHICLE AND TRAFFIC LAWS              ",26
"1053","misdemeanor_offenses","101","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",363
"1054","misdemeanor_offenses","101","CRIMINAL TRESPASS",72
"1055","misdemeanor_offenses","101","UNAUTHORIZED USE OF A VEHICLE           ",28
"1056","misdemeanor_offenses","101","OFFENSES AGAINST THE PERSON (7)      ",5
"1057","misdemeanor_offenses","101","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",56
"1058","misdemeanor_offenses","101","ADMINISTRATIVE CODE (6)            ",13
"1059","misdemeanor_offenses","101","FRAUDS (3)                    ",36
"1060","misdemeanor_offenses","101","AGGRAVATED HARASSMENT 2               ",233
"1061","misdemeanor_offenses","101","OTHER MISDEMEANORS (8)",394
"1063","misdemeanor_offenses","102","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",13
"1064","misdemeanor_offenses","102","MISDEMEANOR SEX CRIMES (4)",41
"1065","misdemeanor_offenses","102","MISDEMEANOR DANGEROUS DRUGS  (1)",229
"1066","misdemeanor_offenses","102","MISDEMEANOR DANGEROUS WEAPONS (5)               ",31
"1067","misdemeanor_offenses","102","PETIT LARCENY                         ",907
"1068","misdemeanor_offenses","102","ASSAULT 3 AND RELATED OFFENSES        ",629
"1069","misdemeanor_offenses","102","INTOXICATED & IMPAIRED DRIVING              ",100
"1070","misdemeanor_offenses","102","VEHICLE AND TRAFFIC LAWS              ",70
"1071","misdemeanor_offenses","102","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",635
"1072","misdemeanor_offenses","102","CRIMINAL TRESPASS",99
"1073","misdemeanor_offenses","102","UNAUTHORIZED USE OF A VEHICLE           ",25
"1074","misdemeanor_offenses","102","OFFENSES AGAINST THE PERSON (7)      ",9
"1075","misdemeanor_offenses","102","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",67
"1076","misdemeanor_offenses","102","ADMINISTRATIVE CODE (6)            ",24
"1077","misdemeanor_offenses","102","FRAUDS (3)                    ",23
"1078","misdemeanor_offenses","102","AGGRAVATED HARASSMENT 2               ",188
"1079","misdemeanor_offenses","102","OTHER MISDEMEANORS (8)",258
"1081","misdemeanor_offenses","103","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",30
"1082","misdemeanor_offenses","103","MISDEMEANOR SEX CRIMES (4)",51
"1083","misdemeanor_offenses","103","MISDEMEANOR DANGEROUS DRUGS  (1)",1180
"1084","misdemeanor_offenses","103","MISDEMEANOR DANGEROUS WEAPONS (5)               ",113
"1085","misdemeanor_offenses","103","PETIT LARCENY                         ",1091
"1086","misdemeanor_offenses","103","ASSAULT 3 AND RELATED OFFENSES        ",818
"1087","misdemeanor_offenses","103","INTOXICATED & IMPAIRED DRIVING              ",78
"1088","misdemeanor_offenses","103","VEHICLE AND TRAFFIC LAWS              ",113
"1089","misdemeanor_offenses","103","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",653
"1090","misdemeanor_offenses","103","CRIMINAL TRESPASS",196
"1091","misdemeanor_offenses","103","UNAUTHORIZED USE OF A VEHICLE           ",18
