"","xcoord","ycoord","pforce"
"2",1009308,236215,1
"3",1033731,240638,1
"4",1009004,241514,1
"6",1009670,243470,1
"9",1026727,244747,1
"10",1021433,248145,1
"12",1020830,249724,1
"14",1021642,250472,1
"15",1024265,250968,1
"19",1028024,253925,1
"20",1021745,254768,1
