"","xcoord","ycoord","county","geoid","pforce","race","rf_furt","rf_bulg","rf_knowl","rf_verbl","rf_rfcmp","rf_vcact","rf_attir","rf_othsw","rf_vcrim","azn","ntv","wht_h","wht","blck"
"2129",1031599,256023,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,1,0,0,0,0,0,1
"2130",1009105,235656,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2131",1009105,235656,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2132",1009105,235656,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2133",1024371,249469,"Bronx",36005,1,"White",0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2134",1010361,238606,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2135",1016428,247247,"Bronx",36005,0,"Black",1,0,0,0,1,0,0,1,1,0,0,0,0,1
"2136",1016428,247247,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,1,0,0,1,0,0
"2137",1026637,262376,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2138",1004847,235563,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2139",1023036,247177,"Bronx",36005,1,"Black",0,0,0,0,1,0,0,0,1,0,0,0,0,1
"2140",1023036,247177,"Bronx",36005,1,"Black",0,0,0,0,1,0,0,0,1,0,0,0,0,1
"2141",1009702,236693,"Bronx",36005,1,"Black",0,0,0,0,0,1,0,0,1,0,0,0,0,1
"2142",1009702,236693,"Bronx",36005,1,"White - Hispanic",0,1,1,0,0,1,0,1,0,0,0,1,0,0
"2143",1026075,261750,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2144",1009308,236215,"Bronx",36005,0,"Black",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2145",1014148,256519,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2146",1014148,256519,"Bronx",36005,0,"White - Hispanic",0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2147",1009693,236593,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,1,0,0,1,0,0,1,0,0
"2148",1009693,236593,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,1,0,0,1,0,0,1,0,0
"2149",1005827,236235,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2150",1026541,262718,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2151",1011694,269180,"Bronx",36005,0,"White",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2152",1026533,261139,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2153",1006438,259459,"Bronx",36005,0,"White",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2154",1023566,248027,"Bronx",36005,0,"White",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2155",1026727,244747,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2156",1026727,244747,"Bronx",36005,1,"Asian / Pacific Islander",1,0,0,0,1,0,0,0,0,1,0,0,0,0
"2157",1010447,238582,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2158",1020079,240641,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2159",1026570,244060,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2160",1026570,244060,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2161",1007141,241554,"Bronx",36005,1,"Black",0,1,0,0,1,0,0,0,1,0,0,0,0,1
"2162",1007141,241554,"Bronx",36005,1,"Black",1,1,0,0,0,0,0,0,1,0,0,0,0,1
"2163",1007141,241554,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,1,0,0,0,0,1
"2164",1023563,260040,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2165",1026563,267763,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2166",1016681,246634,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2167",1016681,246634,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2168",1005462,235283,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2169",1011711,260087,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2170",1011711,260087,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2171",1030898,262777,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2172",1023770,248694,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2173",1023632,253189,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2174",1020948,255023,"Bronx",36005,0,"White - Hispanic",1,0,1,0,0,0,0,0,0,0,0,1,0,0
"2175",1021879,240139,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2176",1021658,250923,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2177",1021652,250884,"Bronx",36005,0,"White - Hispanic",1,1,0,0,0,0,1,0,0,0,0,1,0,0
"2178",1010948,243509,"Bronx",36005,0,"Black",1,1,0,1,0,0,0,0,0,0,0,0,0,1
"2179",1009713,244297,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,1,0,0,0,0,1
"2180",1020072,255299,"Bronx",36005,0,"Black",1,0,0,0,1,0,0,0,0,0,0,0,0,1
"2181",1020445,254657,"Bronx",36005,0,"Black",1,1,0,0,1,0,0,1,0,0,0,0,0,1
"2182",1010098,244419,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2183",1020439,255033,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2184",1020669,255027,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2185",1022482,251894,"Bronx",36005,0,"Asian / Pacific Islander",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2186",1022482,251894,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2187",1020948,255023,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2188",1020973,256159,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2189",1020973,256159,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2190",1022491,252500,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2191",1027326,262872,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2192",1005526,235713,"Bronx",36005,0,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2193",1022722,262502,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2194",1033602,240335,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2195",1006078,238373,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2196",1009324,247086,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2197",1004076,244229,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2198",1026423,244405,"Bronx",36005,1,"White - Hispanic",1,0,0,0,1,0,0,1,0,0,0,1,0,0
"2199",1011897,236250,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2200",1015467,234421,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2201",1026815,261916,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2202",1026815,261916,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2203",1026815,261916,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2204",1013068,238289,"Bronx",36005,1,"White - Hispanic",0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2205",1027383,261982,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2206",1012042,240416,"Bronx",36005,1,"Black",0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2207",1007246,236142,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2208",1021222,244461,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,1,1,0,0,0,0,1
"2209",1008612,246492,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2210",1008612,246492,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2211",1008612,246492,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,1,0,0,0,0,0,1,0,0
"2212",1020623,239909,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2213",1007097,236856,"Bronx",36005,1,"Black",0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2214",1007981,237945,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2215",1015021,243050,"Bronx",36005,1,"Black",1,1,0,0,0,0,1,0,0,0,0,0,0,1
"2216",1021081,242320,"Bronx",36005,1,"Black",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"2217",1007280,238934,"Bronx",36005,1,"Black",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2218",1025557,245193,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2219",1026406,236930,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2220",1026406,236930,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2221",1014927,237541,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2222",1026406,236930,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2223",1007099,260441,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2224",1007099,260441,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2225",1007099,260441,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2226",1010525,242669,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2227",1010525,242669,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2228",1007672,243030,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2229",1007672,243030,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2230",1007672,243030,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2231",1026014,261424,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2232",1007586,232186,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2233",1005057,240220,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,1,0,0,0,0,1
"2234",1009491,238137,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2235",1021726,239300,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,1,0,0,0,0,1
"2236",1021726,239300,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2237",1021726,239300,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,1,0,0,0,0,1
"2238",1022071,239100,"Bronx",36005,1,"Black",0,0,0,0,0,1,0,0,1,0,0,0,0,1
"2239",1021001,266076,"Bronx",36005,1,"White - Hispanic",1,0,0,0,0,0,0,0,1,0,0,1,0,0
"2240",1027217,262102,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2241",1007726,238645,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2242",1006451,238923,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,1,0,0,1,0,0,1,0,0
"2243",1006663,238657,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2244",1006433,236529,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2245",1017948,241204,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2246",1007280,238934,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2247",1007056,237732,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2248",1026040,261410,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2249",1026040,261410,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2250",1020514,239891,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2251",1006150,236909,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2252",1004452,243620,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,1,0,0,0,0,1
"2253",1004309,243167,"Bronx",36005,1,"Black",0,0,0,0,0,1,0,0,1,0,0,0,0,1
"2254",1004309,243167,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,1,0,0,1,0,0,1,0,0
"2255",1004313,243967,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2256",1011653,251798,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2257",1026834,261958,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2258",1020587,240732,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2259",1009376,250095,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2260",1006908,237935,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2261",1006908,237935,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2262",1023992,261067,"Bronx",36005,0,"White - Hispanic",1,1,0,0,0,1,0,0,0,0,0,1,0,0
"2263",1011854,242120,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2264",1011207,252824,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,1,0,0,0,0,1
"2265",1024763,268265,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2266",1005981,245427,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2267",1006227,232807,"Bronx",36005,1,"Black",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2268",1023670,260297,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2269",1011787,252854,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2270",1012469,253491,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2271",1020587,240732,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2272",1010687,240400,"Bronx",36005,1,"Black",0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2273",1023132,253070,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2274",1013101,237415,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2275",1013101,237415,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2276",1013101,237415,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2277",1006833,238599,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2278",1017224,240136,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2279",1017224,240136,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2280",1017224,240136,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2281",1010146,236240,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2282",1010146,236240,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,1,0,0,0,0,1
"2283",1014295,253237,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2284",1007027,245405,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2285",1006476,237941,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2286",1015651,236135,"Bronx",36005,1,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2287",1021380,259391,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2288",1022527,259623,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2289",1020079,240641,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2290",1004197,234339,"Bronx",36005,1,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2291",1025927,261467,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2292",1012939,235240,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,1,0,0,1,0,0,1,0,0
"2293",1012939,235240,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2294",1028534,253260,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2295",1022419,250051,"Bronx",36005,1,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2296",1026992,245049,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2297",1011060,253221,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2298",1019821,240595,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2299",1020679,255508,"Bronx",36005,1,"White - Hispanic",1,0,1,0,0,0,0,0,0,0,0,1,0,0
"2300",1007578,244549,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,1,0,0,1,0,0
"2301",1012964,235229,"Bronx",36005,0,"Black",0,0,1,0,0,1,0,0,1,0,0,0,0,1
"2302",1004360,243448,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2303",1017234,247239,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2304",1008448,236188,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2305",1007468,241625,"Bronx",36005,0,"Black",1,0,1,0,0,0,0,1,1,0,0,0,0,1
"2306",1007468,241625,"Bronx",36005,0,"Black",1,1,1,0,0,0,0,1,0,0,0,0,0,1
"2307",1021902,251875,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2308",1005465,235813,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2309",1005465,235813,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2310",1026834,261958,"Bronx",36005,1,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2311",1026815,262308,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2312",1023080,254638,"Bronx",36005,1,"White - Hispanic",1,0,0,0,1,0,0,0,0,0,0,1,0,0
"2313",1023080,254638,"Bronx",36005,1,"White - Hispanic",0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2314",1030296,261286,"Bronx",36005,0,"White - Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2315",1025744,245017,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2316",1026919,266544,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2317",1022146,243475,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2318",1022146,243475,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2319",1020667,254814,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,1,0,0,1,0,0
"2320",1026992,245049,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2321",1022059,238537,"Bronx",36005,0,"White - Hispanic",1,1,0,0,0,0,0,0,0,0,0,1,0,0
"2322",1005681,233397,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2323",1005681,233397,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2324",1005681,233397,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2325",1005681,233397,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2326",1027383,261982,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2327",1026815,261916,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2328",1021485,260564,"Bronx",36005,1,"Black",1,0,0,0,1,0,0,0,0,0,0,0,0,1
"2329",1021485,260564,"Bronx",36005,0,"Black",1,0,0,0,1,0,0,0,0,0,0,0,0,1
"2330",1010010,258769,"Bronx",36005,0,"White - Hispanic",1,0,0,0,1,0,0,1,1,0,0,1,0,0
"2331",1021404,246846,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2332",1007374,244940,"Bronx",36005,1,"White - Hispanic",1,0,0,0,0,0,0,1,1,0,0,1,0,0
"2333",1004632,245169,"Bronx",36005,1,"Black",1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2334",1008203,232304,"Bronx",36005,0,"Black",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"2335",1027073,266004,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2336",1027073,266004,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2337",1009381,242787,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2338",1027560,262032,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2339",1013416,243863,"Bronx",36005,1,"White - Hispanic",0,1,0,0,0,0,1,0,0,0,0,1,0,0
"2340",1014605,238742,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2341",1005124,236060,"Bronx",36005,0,"Black",1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2342",1005124,236060,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2343",1005124,236060,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2344",1005124,236060,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2345",1005124,236060,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2346",1005124,236060,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2347",1005124,236060,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2348",1005984,238108,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2349",1008029,235232,"Bronx",36005,1,"Black",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2350",1023090,264164,"Bronx",36005,1,"Black",0,0,1,1,1,0,0,0,0,0,0,0,0,1
"2351",1026697,261377,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2352",1027109,262156,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2353",1025370,249101,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2354",1008035,262220,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2355",1008035,262220,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2356",1008035,262220,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2357",1007121,239502,"Bronx",36005,1,"Black",1,0,0,1,1,0,0,0,0,0,0,0,0,1
"2358",1007121,239502,"Bronx",36005,1,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2359",1032194,261627,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2360",1032194,261627,"Bronx",36005,1,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2361",1023783,267024,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2362",1021431,252479,"Bronx",36005,0,"Asian / Pacific Islander",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2363",1021431,252479,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,1,0,0,1,0,0
"2364",1010674,252373,"Bronx",36005,0,"White - Hispanic",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2365",1005737,232459,"Bronx",36005,1,"White - Hispanic",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2366",1027056,261788,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2367",1027056,261788,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2368",1009217,251104,"Bronx",36005,0,"Black",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2369",1009217,251104,"Bronx",36005,0,"White - Hispanic",1,1,0,0,0,0,0,0,0,0,0,1,0,0
"2370",1009217,251104,"Bronx",36005,0,"White - Hispanic",1,1,0,0,0,0,0,0,0,0,0,1,0,0
"2371",1005981,245427,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2372",1004745,246204,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2373",1005981,245427,"Bronx",36005,0,"Black",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2374",1004047,244192,"Bronx",36005,0,"Black",1,0,0,0,1,0,0,0,0,0,0,0,0,1
"2375",1009207,243050,"Bronx",36005,0,"Black",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2376",1013301,255804,"Bronx",36005,1,"Black",1,1,0,0,0,0,0,1,0,0,0,0,0,1
"2377",1021278,240855,"Bronx",36005,0,"White - Hispanic",0,0,0,0,0,0,0,1,0,0,0,1,0,0
