"","xcoord","ycoord","pforce"
"511",1006712,244826,1
"513",1007374,244940,2
"516",1027031,245098,2
"517",1026579,245113,3
"519",1007509,245160,1
"520",1025557,245193,1
"521",1010430,245242,2
"522",1008285,245256,1
"524",1025458,245278,1
"526",1027267,245362,1
"528",1005981,245427,1
"530",1026541,245445,1
"533",1019444,245654,1
"535",1021752,245738,1
"536",1026792,245826,1
"537",1020783,245835,4
"538",1031330,245837,1
"539",1005044,245866,1
"546",1013551,246128,1
"547",1010527,246151,1
"548",1024272,246164,1
"550",1005825,246210,1
"551",1005241,246219,1
"553",1010535,246250,1
"556",1006947,246405,1
"558",1024905,246447,1
"560",1008612,246492,1
"567",1010049,246653,2
"569",1005358,246668,1
"572",1006111,246803,2
"573",1026920,246817,1
"576",1014599,247020,1
"577",1009826,247051,1
"579",1007101,247117,1
"580",1016809,247125,1
"581",1020901,247132,1
"584",1017234,247239,1
"586",1016428,247247,1
"587",1024922,247275,1
"590",1025077,247363,1
"591",1008116,247427,1
"595",1031725,247668,1
"597",1031052,247744,1
"599",1021412,247792,1
"602",1030653,247909,1
"603",1009629,247952,1
"605",1030906,248029,1
"606",1014314,248052,1
"609",1011459,248161,2
"610",1021567,248183,1
"611",1022926,248228,1
"613",1009219,248333,1
"614",1030883,248367,1
"619",1020435,248705,1
"623",1012327,249083,1
"624",1027161,249085,1
"629",1010717,249520,1
"634",1012116,249791,1
"635",1021111,249855,1
"636",1016247,249898,1
"637",1014698,249918,1
"638",1009315,249995,1
"640",1016586,250022,1
"641",1022419,250051,1
"644",1020444,250325,2
"646",1015355,250352,2
"650",1023017,250501,1
"651",1014672,250512,1
"657",1020848,250624,1
"665",1023151,250905,2
"668",1020854,251064,1
"671",1021137,251171,1
"673",1021145,251285,1
"678",1021667,251422,3
"682",1021853,251873,1
"687",1014367,252206,1
"689",1019966,252223,1
"692",1012457,252402,2
"693",1013706,252402,1
"694",1021332,252474,1
"697",1021695,252485,1
"701",1028253,252629,1
"702",1014366,252640,1
"703",1010518,252663,1
"704",1014195,252682,1
"705",1023309,252693,1
"708",1023311,252810,1
"709",1011207,252824,1
"711",1023164,253070,1
"714",1020699,253124,1
"716",1023633,253238,1
"717",1028534,253260,1
"719",1008368,253290,2
"724",1011276,253604,1
"725",1013521,253712,2
"726",1023511,253739,1
"732",1028024,253925,1
"737",1033546,253977,1
"739",1023070,254059,1
"740",1012276,254082,1
"742",1014313,254123,1
"745",1029854,254326,1
"748",1026777,254554,1
"749",1020091,254579,1
"751",1021219,254612,1
"755",1023080,254638,2
"757",1020443,254721,1
"759",1021740,254787,1
"760",1021746,254799,2
"763",1015129,254924,1
"765",1020948,255023,1
"768",1013585,255031,1
"770",1022920,255248,1
"773",1020422,255304,1
"779",1012067,255486,2
"785",1020679,255508,1
"788",1020070,255522,1
"789",1011614,255632,1
"790",1016387,255639,2
"794",1020070,255661,1
"797",1011268,255820,1
"799",1014058,255845,1
"807",1014403,256319,1
"808",1026959,256328,1
"809",1020976,256373,1
"812",1018231,256615,1
"813",1025137,256699,2
"820",1017973,257159,1
"825",1015477,257492,1
"827",1021014,257846,1
"828",1025162,257918,1
"832",1010735,258323,1
"834",1021072,258544,1
"835",1018391,258671,1
"836",1018643,258683,2
"840",1026987,258957,1
"841",1026662,259028,1
"844",1024880,259406,1
"845",1025880,259416,1
"847",1018074,259543,1
"849",1018242,259664,2
"850",1012052,259739,1
"851",1016145,259815,1
"856",1017932,260254,1
"857",1023670,260297,1
"860",1021874,260446,1
"862",1022227,260595,1
"864",1025631,260879,1
"866",1026681,261058,1
"868",1026533,261139,1
"869",1022187,261218,2
"870",1026385,261221,1
"873",1026040,261410,1
"875",1026075,261750,1
"876",1011722,261759,1
"880",1026815,261916,2
"882",1027383,261982,1
"886",1026305,262216,1
"888",1027007,262220,5
"889",1026897,262273,1
"891",1026415,262426,1
"895",1027202,262542,1
"897",1022380,262643,2
"901",1012345,263323,1
"904",1028007,263698,1
"910",1021001,266076,1
"911",1023326,266681,1
"912",1026825,268362,1
"916",1012846,269924,1
