"","pct","xcoord","ycoord","pforce"
"1539",48,1013706,252402,1
"1540",49,1020947,252471,0
"1541",49,1021286,252474,0
"1542",49,1021332,252474,1
"1543",49,1021171,252475,0
"1544",49,1021471,252477,0
"1545",49,1021431,252479,0
"1546",49,1029295,252483,0
"1547",49,1021695,252485,2
"1548",49,1022491,252500,1
"1549",52,1010321,252539,0
"1550",52,1010293,252545,0
"1551",49,1026732,252554,0
"1552",49,1025761,252565,0
"1553",46,1011694,252606,0
"1554",46,1012783,252612,1
"1555",52,1009530,252627,0
"1556",49,1028253,252629,1
"1557",48,1014366,252640,1
"1558",46,1013514,252646,4
"1559",52,1010518,252663,1
"1560",46,1013634,252666,0
"1561",48,1014195,252682,1
"1562",49,1020011,252684,1
"1563",49,1023309,252693,3
"1564",49,1020618,252705,0
"1565",46,1011460,252711,0
"1566",46,1013559,252718,0
"1567",46,1013900,252723,2
"1568",46,1012830,252768,3
"1569",48,1013968,252807,2
"1570",49,1023311,252810,1
"1571",46,1011207,252824,1
"1572",52,1011207,252824,2
"1573",46,1011787,252854,1
"1574",49,1028783,252938,0
"1575",52,1010939,252948,0
"1576",52,1010905,252967,1
"1577",49,1023825,253051,0
"1578",49,1023648,253055,0
"1579",49,1023045,253069,0
"1580",49,1023132,253070,0
"1581",49,1023164,253070,1
"1582",49,1022869,253076,0
"1583",49,1022763,253078,0
"1584",49,1022711,253079,0
"1585",49,1022225,253087,0
"1586",49,1021965,253093,0
"1587",49,1021445,253106,1
"1588",49,1021095,253114,1
"1589",49,1020699,253124,1
"1590",49,1020049,253137,0
"1591",49,1023632,253189,0
"1592",52,1011060,253221,0
"1593",48,1014295,253237,1
"1594",52,1014295,253237,1
"1595",49,1023633,253238,1
"1596",49,1028534,253260,1
"1597",52,1013888,253284,0
"1598",52,1008368,253290,2
"1599",52,1014187,253299,1
"1600",49,1023616,253347,0
"1601",52,1013641,253380,1
"1602",49,1023611,253400,0
"1603",49,1022229,253423,0
"1604",52,1011167,253424,0
"1605",49,1020066,253433,0
"1606",49,1020636,253468,0
"1607",52,1014316,253469,1
"1608",52,1011202,253486,1
"1609",46,1012469,253491,0
"1610",52,1012721,253539,0
"1611",49,1030098,253588,0
"1612",52,1011276,253604,1
"1613",52,1010992,253610,1
"1614",52,1013521,253712,2
"1615",52,1012311,253724,2
"1616",49,1023511,253739,5
"1617",52,1014828,253744,1
"1618",49,1022758,253753,0
"1619",52,1012238,253772,1
"1620",49,1021459,253786,1
"1621",49,1021201,253791,1
"1622",49,1020565,253801,0
"1623",49,1020641,253803,0
"1624",52,1011117,253835,0
"1625",52,1014631,253884,1
"1626",52,1011450,253901,0
"1627",49,1028024,253925,3
"1628",49,1020641,253933,0
"1629",49,1020086,253942,2
"1630",52,1014181,253947,0
"1631",49,1029064,253963,0
"1632",49,1020927,253964,0
"1633",52,1011483,253970,0
"1634",45,1033546,253977,2
"1635",49,1023396,254026,0
"1636",49,1020929,254055,0
"1637",49,1023070,254059,1
"1638",52,1014391,254061,0
"1639",52,1012276,254082,1
"1640",49,1030155,254101,0
"1641",49,1021211,254104,0
"1642",45,1033297,254111,0
"1643",52,1011619,254114,0
"1644",52,1014313,254123,3
"1645",52,1011583,254138,0
"1646",52,1013135,254261,0
"1647",49,1029854,254326,1
"1648",52,1010894,254355,0
"1649",52,1013989,254388,1
"1650",52,1012854,254438,0
"1651",52,1013912,254446,0
"1652",52,1011473,254455,0
"1653",45,1033522,254480,1
"1654",52,1012886,254495,0
"1655",49,1027340,254538,0
"1656",49,1027298,254542,3
"1657",49,1026777,254554,2
"1658",52,1009562,254560,1
"1659",49,1029512,254578,0
"1660",49,1020091,254579,1
"1661",49,1020207,254580,0
"1662",49,1025458,254582,0
"1663",49,1022259,254586,0
"1664",49,1020765,254596,0
"1665",49,1020937,254605,1
"1666",49,1021219,254612,1
"1667",49,1021634,254628,0
"1668",49,1021739,254628,1
"1669",49,1021793,254632,0
"1670",49,1023340,254632,0
"1671",49,1021999,254635,0
"1672",49,1023080,254638,2
"1673",49,1028824,254647,0
"1674",49,1020445,254657,0
"1675",49,1020943,254703,0
"1676",49,1020443,254721,1
"1677",49,1025722,254724,0
"1678",49,1026517,254724,1
"1679",45,1038144,254732,2
"1680",49,1020938,254757,0
"1681",49,1025199,254758,0
"1682",49,1021745,254768,1
"1683",49,1021740,254787,1
"1684",52,1014132,254794,0
"1685",49,1021746,254799,2
"1686",49,1024947,254799,0
"1687",52,1011964,254800,0
"1688",49,1020667,254814,0
"1689",52,1013465,254827,1
"1690",49,1022001,254827,0
"1691",49,1020088,254847,1
"1692",49,1021488,254898,1
"1693",52,1015129,254924,2
"1694",49,1022004,254964,1
"1695",52,1013169,255021,0
"1696",49,1020793,255022,0
"1697",49,1020948,255023,1
"1698",52,1014575,255027,0
"1699",49,1020669,255027,0
"1700",52,1013585,255031,1
"1701",49,1020439,255033,0
"1702",49,1020260,255034,0
"1703",52,1015653,255036,0
"1704",49,1020081,255042,0
"1705",49,1022731,255047,1
"1706",49,1022761,255080,3
"1707",49,1020674,255106,0
"1708",49,1020947,255115,0
"1709",49,1020081,255155,0
"1710",49,1020081,255162,0
"1711",49,1020075,255169,0
"1712",49,1020948,255170,0
"1713",49,1020949,255191,1
"1714",45,1033464,255191,0
"1715",52,1015853,255202,1
"1716",49,1020426,255228,0
"1717",49,1022920,255248,1
"1718",49,1020423,255276,1
"1719",49,1020429,255277,0
"1720",49,1020423,255290,0
"1721",52,1014200,255298,0
"1722",49,1020072,255299,0
"1723",49,1020951,255300,0
"1724",49,1020422,255304,1
"1725",49,1020952,255314,0
"1726",52,1013013,255316,0
"1727",52,1014172,255322,0
"1728",52,1012627,255339,0
"1729",52,1011459,255366,0
"1730",49,1027726,255386,0
"1731",49,1026005,255387,0
"1732",49,1025737,255394,0
"1733",52,1012358,255398,0
"1734",52,1012311,255412,0
"1735",52,1013076,255434,0
"1736",49,1023097,255451,0
"1737",49,1022019,255478,1
"1738",49,1021759,255484,0
"1739",52,1012067,255486,2
"1740",52,1013845,255488,3
"1741",49,1021687,255489,0
"1742",49,1021239,255496,0
"1743",49,1021308,255497,0
"1744",49,1020959,255501,0
"1745",49,1026005,255505,0
"1746",52,1014934,255507,1
"1747",49,1020538,255508,0
"1748",49,1020679,255508,2
"1749",49,1020625,255512,0
"1750",49,1020596,255513,0
"1751",49,1020414,255514,0
"1752",49,1026005,255515,0
"1753",49,1020317,255519,0
"1754",49,1020070,255522,2
"1755",50,1011918,255536,0
"1756",50,1011614,255632,0
"1757",52,1011614,255632,1
"1758",52,1016387,255639,2
"1759",52,1011559,255652,0
"1760",52,1016919,255652,0
"1761",47,1028534,255654,0
"1762",49,1020070,255661,1
"1763",52,1014728,255667,0
"1764",50,1011516,255676,0
"1765",49,1021241,255695,0
"1766",49,1024702,255696,0
"1767",49,1027837,255726,0
"1768",45,1033599,255737,0
"1769",52,1014004,255759,0
"1770",52,1013301,255804,1
"1771",49,1021243,255807,0
"1772",50,1011268,255820,1
"1773",52,1014523,255826,0
"1774",50,1012037,255843,0
"1775",52,1014058,255845,1
"1776",45,1030806,255847,0
"1777",49,1020964,255891,2
"1778",49,1020965,255947,0
"1779",52,1016781,255955,1
"1780",45,1032798,255966,1
"1781",49,1022027,255968,0
"1782",45,1031335,255986,0
"1783",45,1031599,256023,1
"1784",45,1032514,256048,0
"1785",49,1025747,256056,0
"1786",49,1025362,256061,0
"1787",49,1025563,256063,0
"1788",49,1025423,256066,0
"1789",49,1025232,256067,0
"1790",49,1025160,256072,0
"1791",49,1024974,256073,2
"1792",52,1014193,256083,0
"1793",49,1024460,256086,0
"1794",47,1023632,256105,1
"1795",49,1020973,256159,0
"1796",52,1013560,256165,1
"1797",47,1028069,256195,0
"1798",50,1011659,256199,0
"1799",49,1024466,256225,1
"1800",49,1024460,256247,1
"1801",47,1022039,256249,0
"1802",49,1027071,256249,1
"1803",49,1024460,256252,0
"1804",52,1013945,256276,1
"1805",49,1025748,256288,2
"1806",52,1014403,256319,1
"1807",47,1021521,256323,0
"1808",47,1026959,256328,2
"1809",50,1011740,256343,1
"1810",52,1015459,256345,1
"1811",47,1020976,256373,1
"1812",47,1029573,256473,1
"1813",52,1014148,256519,0
"1814",50,1010830,256547,0
"1815",52,1013661,256573,0
"1816",52,1014225,256575,1
"1817",49,1026527,256614,0
"1818",52,1018231,256615,1
"1819",45,1031946,256631,0
"1820",52,1018316,256674,3
"1821",49,1025137,256699,2
"1822",49,1024640,256710,3
"1823",49,1025615,256711,0
"1824",49,1024472,256716,0
"1825",49,1024067,256724,0
"1826",49,1025759,256737,0
"1827",47,1022308,256766,0
"1828",52,1016392,256767,0
"1829",49,1026309,256768,0
"1830",47,1021790,256778,0
"1831",49,1026280,256783,1
"1832",47,1021529,256784,1
"1833",47,1021270,256789,0
"1834",47,1021309,256791,1
"1835",47,1020990,256795,0
"1836",47,1020048,256819,1
"1837",47,1027822,256866,0
"1838",50,1012516,256867,0
"1839",50,1012301,256930,0
"1840",50,1011283,257004,1
"1841",52,1015266,257035,0
"1842",49,1025769,257044,0
"1843",52,1015885,257090,0
"1844",50,1010987,257093,0
"1845",49,1025592,257115,1
"1846",52,1017973,257159,1
"1847",47,1028511,257162,0
"1848",52,1017085,257207,1
"1849",52,1010613,257211,1
"1850",49,1024478,257224,0
"1851",49,1025261,257260,0
"1852",47,1028743,257260,0
"1853",52,1014781,257293,0
"1854",50,1011372,257413,0
"1855",50,1010729,257421,0
"1856",50,1010370,257479,0
"1857",47,1024728,257479,0
"1858",52,1015477,257492,1
"1859",47,1029431,257556,2
"1860",47,1026104,257594,0
"1861",52,1017650,257603,1
"1862",50,1010451,257637,0
"1863",47,1022178,257672,1
"1864",47,1024208,257697,0
"1865",50,1010111,257703,0
"1866",47,1024965,257717,2
"1867",52,1015558,257727,1
"1868",52,1017634,257744,1
"1869",47,1021014,257846,1
"1870",47,1025137,257892,1
"1871",47,1025162,257918,1
"1872",50,1009226,257932,0
"1873",50,1008839,257949,0
"1874",47,1027084,257998,1
"1875",47,1029792,258031,1
"1876",52,1015334,258069,1
"1877",50,1009366,258080,1
"1878",47,1021418,258099,2
"1879",47,1021324,258111,1
"1880",52,1015357,258128,0
"1881",47,1021019,258157,1
"1882",47,1020811,258203,2
"1883",47,1020419,258211,1
"1884",47,1020115,258215,0
"1885",47,1025542,258276,0
"1886",50,1009595,258311,0
"1887",47,1025008,258317,0
"1888",50,1010735,258323,1
"1889",47,1025475,258401,0
"1890",47,1025764,258418,0
"1891",47,1024502,258528,0
"1892",47,1021072,258544,1
"1893",47,1026239,258629,0
"1894",47,1024914,258636,0
"1895",52,1017669,258649,1
"1896",52,1018391,258671,1
"1897",52,1018643,258683,2
"1898",47,1026479,258732,0
"1899",50,1010967,258763,0
"1900",47,1024602,258763,0
"1901",52,1017510,258766,2
