"","pct","xcoord","ycoord","pforce"
"579",43,1021616,239281,0
"580",43,1021726,239300,2
"581",41,1011916,239310,1
"582",43,1024834,239315,0
"583",41,1013539,239322,1
"584",43,1021828,239324,1
"585",41,1012239,239328,1
"586",43,1021850,239328,0
"587",44,1004379,239331,1
"588",42,1008006,239341,0
"589",42,1010059,239344,2
"590",41,1014190,239349,0
"591",41,1012798,239356,1
"592",43,1022027,239356,1
"593",42,1009454,239373,0
"594",41,1014179,239408,0
"595",42,1009784,239429,0
"596",41,1012238,239444,0
"597",42,1012238,239444,0
"598",41,1012796,239444,2
"599",41,1015079,239448,0
"600",42,1009704,239453,0
"601",41,1014182,239459,0
"602",41,1013426,239479,0
"603",44,1004447,239483,1
"604",44,1007121,239502,4
"605",41,1014172,239513,1
"606",42,1008212,239515,0
"607",42,1009516,239520,0
"608",41,1011982,239520,0
"609",42,1011982,239520,0
"610",41,1012237,239541,0
"611",42,1009529,239548,2
"612",41,1013879,239551,2
"613",44,1007185,239556,3
"614",42,1011751,239590,0
"615",43,1023332,239590,1
"616",41,1014559,239605,0
"617",44,1007249,239610,0
"618",41,1014552,239614,2
"619",42,1010461,239630,0
"620",41,1014021,239643,1
"621",41,1014169,239654,3
"622",41,1012522,239685,2
"623",41,1013876,239696,2
"624",43,1025086,239704,0
"625",43,1019525,239718,0
"626",42,1008996,239726,1
"627",41,1014160,239740,0
"628",41,1014187,239755,1
"629",41,1014200,239764,1
"630",41,1014204,239767,1
"631",45,1033097,239777,2
"632",43,1018204,239783,1
"633",42,1011096,239796,1
"634",42,1011097,239802,3
"635",42,1008796,239804,0
"636",43,1020085,239815,1
"637",43,1020273,239846,1
"638",41,1014331,239859,0
"639",41,1014158,239874,1
"640",42,1010832,239885,7
"641",43,1020237,239886,1
"642",42,1010793,239891,0
"643",43,1020514,239891,1
"644",44,1004896,239898,1
"645",42,1010741,239907,0
"646",43,1020623,239909,1
"647",42,1007419,239928,0
"648",43,1020864,239948,2
"649",41,1015310,239949,0
"650",43,1023205,239960,0
"651",42,1009653,239975,1
"652",41,1014510,239978,1
"653",42,1010515,239984,0
"654",43,1020163,239987,0
"655",41,1014578,240021,1
"656",45,1035485,240048,1
"657",43,1025894,240049,2
"658",43,1021446,240060,1
"659",43,1020085,240085,3
"660",42,1010606,240098,1
"661",41,1014165,240101,0
"662",42,1010095,240114,0
"663",41,1014703,240114,2
"664",43,1017224,240136,0
"665",43,1021879,240139,1
"666",41,1014773,240158,0
"667",43,1019996,240194,0
"668",43,1017599,240200,0
"669",41,1015293,240212,2
"670",43,1023815,240216,0
"671",41,1015427,240217,1
"672",44,1005057,240220,1
"673",41,1015444,240224,1
"674",41,1013082,240227,0
"675",43,1017854,240245,1
"676",41,1014912,240247,2
"677",43,1019944,240257,0
"678",44,1004793,240258,2
"679",42,1009747,240269,1
"680",42,1012222,240289,0
"681",43,1018110,240290,1
"682",44,1006244,240307,1
"683",42,1009527,240311,0
"684",44,1007188,240318,0
"685",42,1011469,240320,1
"686",41,1015024,240325,0
"687",45,1033602,240335,0
"688",43,1018367,240337,0
"689",43,1023078,240343,0
"690",42,1011361,240351,4
"691",44,1007829,240358,1
"692",42,1012248,240358,0
"693",43,1016770,240372,1
"694",41,1014608,240375,0
"695",43,1018623,240382,0
"696",42,1011838,240384,0
"697",42,1011208,240399,2
"698",42,1010687,240400,1
"699",42,1009784,240404,2
"700",43,1018761,240410,1
"701",42,1011163,240416,1
"702",42,1012042,240416,1
"703",43,1018879,240429,0
"704",43,1020778,240430,1
"705",44,1005844,240453,4
"706",42,1011009,240459,0
"707",41,1015281,240459,2
"708",43,1017284,240464,1
"709",43,1019150,240476,2
"710",42,1009611,240480,0
"711",41,1015275,240502,1
"712",44,1013881,240516,0
"713",41,1014442,240517,0
"714",41,1014164,240519,1
"715",41,1013319,240531,1
"716",43,1017272,240533,0
"717",42,1010436,240544,0
"718",45,1033412,240552,0
"719",41,1012913,240553,1
"720",43,1021558,240558,1
"721",42,1015010,240578,0
"722",43,1019821,240595,1
"723",42,1010499,240606,0
"724",43,1018578,240614,0
"725",45,1033731,240638,2
"726",43,1020079,240641,1
"727",41,1013308,240642,0
"728",42,1014440,240645,1
"729",42,1009979,240662,0
"730",44,1005270,240674,1
"731",42,1010567,240691,0
"732",43,1021527,240695,2
"733",43,1020416,240701,3
"734",43,1020454,240711,0
"735",42,1014441,240714,2
"736",43,1022946,240715,0
"737",43,1020587,240732,2
"738",43,1018562,240735,0
"739",45,1032785,240753,0
"740",43,1020719,240758,1
"741",43,1020800,240769,1
"742",41,1013077,240795,1
"743",43,1021023,240809,2
"744",41,1013083,240814,1
"745",41,1015773,240835,0
"746",43,1017744,240849,0
"747",43,1021278,240855,0
"748",42,1011896,240862,0
"749",42,1012136,240864,0
"750",44,1004749,240880,3
"751",43,1022888,240882,1
"752",42,1010182,240888,0
"753",44,1006516,240907,2
"754",43,1021603,240912,3
"755",42,1010764,240922,0
"756",43,1021751,240942,1
"757",41,1015960,240988,4
"758",43,1025726,241003,1
"759",44,1008338,241010,1
"760",42,1014710,241016,1
"761",42,1010183,241018,0
"762",42,1010859,241026,3
"763",42,1011356,241027,0
"764",42,1009979,241055,0
"765",44,1005154,241059,0
"766",44,1006128,241071,1
"767",44,1008370,241093,0
"768",42,1011142,241095,0
"769",43,1017170,241120,0
"770",43,1027448,241127,0
"771",43,1017429,241149,1
"772",41,1012877,241159,1
"773",43,1017689,241175,0
"774",43,1017731,241177,0
"775",43,1017948,241204,1
"776",44,1007850,241218,3
"777",44,1008139,241234,1
"778",43,1018207,241234,1
"779",42,1012113,241267,1
"780",42,1010535,241299,0
"781",44,1007617,241317,2
"782",43,1018455,241320,0
"783",43,1019527,241348,1
"784",43,1025659,241359,1
"785",43,1017387,241366,0
"786",44,1003966,241380,0
"787",44,1007649,241385,2
"788",43,1019802,241397,1
"789",44,1007930,241406,0
"790",44,1007938,241409,0
"791",43,1018703,241414,1
"792",44,1007383,241421,1
"793",44,1007957,241450,0
"794",44,1008533,241469,0
"795",43,1020315,241487,1
"796",42,1009004,241514,3
"797",44,1006065,241543,1
"798",43,1018676,241545,1
"799",44,1007141,241554,3
"800",44,1008292,241571,1
"801",45,1032598,241603,1
"802",42,1009787,241618,1
"803",43,1025612,241623,1
"804",44,1007468,241625,0
"805",43,1016022,241651,0
"806",44,1003608,241656,2
"807",44,1008053,241673,2
"808",42,1010852,241673,0
"809",44,1006912,241681,0
"810",44,1008346,241686,3
"811",43,1018650,241695,0
"812",42,1009826,241702,0
"813",43,1019464,241704,1
"814",42,1012258,241723,1
"815",42,1014716,241733,1
"816",42,1014172,241737,1
"817",44,1006789,241748,1
"818",44,1007814,241775,6
"819",44,1006681,241801,1
"820",42,1010964,241812,0
"821",42,1012706,241820,1
"822",43,1018627,241820,0
"823",43,1016835,241831,0
"824",43,1018626,241859,1
"825",44,1008421,241868,2
"826",44,1007579,241875,2
"827",43,1018616,241883,0
"828",42,1010677,241911,2
"829",44,1007021,241916,1
"830",44,1008159,241919,0
"831",44,1003453,241942,0
"832",44,1008177,241943,2
"833",44,1007332,241985,0
"834",43,1024673,241993,1
"835",44,1006261,242012,0
"836",45,1030094,242032,1
"837",42,1011708,242036,0
"838",44,1008773,242041,2
"839",42,1014257,242043,0
"840",43,1022487,242044,2
"841",44,1008390,242057,1
"842",44,1003231,242072,2
"843",44,1006603,242087,1
"844",42,1011878,242101,0
"845",43,1023780,242102,1
"846",42,1011854,242120,0
"847",42,1011718,242147,0
"848",43,1016981,242160,0
"849",44,1007989,242164,1
"850",42,1010031,242187,1
"851",44,1008001,242190,0
"852",42,1011624,242194,1
"853",44,1003563,242217,1
"854",44,1008023,242241,1
"855",44,1006709,242261,3
"856",44,1003591,242274,5
"857",44,1006684,242275,2
"858",43,1023321,242288,0
"859",43,1018546,242290,1
"860",44,1008046,242292,6
"861",44,1008052,242305,0
"862",44,1007770,242308,4
"863",42,1011408,242310,8
"864",43,1021081,242320,1
"865",43,1018802,242336,3
"866",44,1008913,242387,0
"867",44,1006428,242389,3
"868",42,1012839,242402,1
"869",42,1009525,242406,1
"870",43,1025472,242406,0
"871",42,1011876,242454,2
"872",43,1019609,242482,1
"873",42,1010973,242491,1
"874",44,1008137,242505,1
"875",44,1007287,242526,1
"876",44,1007871,242538,1
"877",45,1031495,242545,1
"878",43,1017695,242597,1
"879",44,1008176,242598,1
"880",42,1011554,242598,0
"881",42,1012399,242606,1
"882",44,1007050,242630,1
"883",42,1010221,242648,4
"884",42,1009325,242655,0
"885",42,1011593,242660,0
"886",42,1010525,242669,0
"887",42,1010240,242679,0
"888",44,1006592,242681,0
"889",43,1024056,242689,1
"890",42,1010250,242703,1
"891",42,1012538,242718,0
"892",44,1003791,242739,1
"893",44,1003519,242745,1
"894",44,1005918,242774,1
"895",42,1009381,242787,1
"896",42,1010286,242796,0
"897",43,1022239,242799,0
"898",43,1018977,242819,0
"899",42,1009399,242831,1
"900",42,1010603,242831,1
"901",42,1012075,242857,1
"902",44,1004996,242870,1
"903",42,1010081,242876,1
"904",44,1008027,242878,1
"905",43,1018179,242882,0
"906",44,1008325,242923,2
"907",43,1025377,242930,2
"908",44,1007197,242947,1
"909",42,1011857,242963,0
"910",42,1010366,242992,1
"911",44,1004689,243002,2
"912",44,1003637,243020,4
"913",42,1009716,243024,1
"914",44,1008374,243025,1
"915",43,1021144,243029,0
"916",44,1007672,243030,3
"917",42,1013045,243036,0
"918",44,1009207,243050,1
"919",42,1015021,243050,1
"920",44,1006049,243075,0
"921",43,1018323,243096,1
"922",44,1004449,243104,1
"923",44,1007469,243106,1
"924",43,1018399,243107,1
"925",44,1003946,243109,1
"926",42,1009517,243117,1
"927",43,1018051,243130,0
"928",43,1018509,243130,1
"929",43,1024719,243151,0
"930",43,1018655,243153,0
"931",44,1007366,243161,1
"932",44,1004309,243167,7
"933",44,1007312,243183,2
"934",42,1010450,243189,1
"935",44,1004234,243196,1
"936",43,1018912,243198,1
"937",44,1009273,243207,3
"938",43,1017854,243216,1
"939",42,1010473,243227,0
"940",42,1010806,243234,5
"941",44,1004126,243246,0
"942",42,1012453,243248,2
"943",44,1004836,243259,3
"944",45,1025502,243265,1
"945",42,1010485,243271,3
"946",42,1010491,243271,2
"947",42,1011673,243282,0
"948",44,1004025,243286,4
"949",43,1019463,243298,0
"950",44,1003522,243318,2
"951",44,1007022,243322,1
"952",43,1019719,243343,1
"953",42,1010524,243347,0
"954",44,1003792,243378,3
"955",44,1003546,243380,0
"956",44,1006870,243393,1
"957",43,1017761,243396,1
"958",43,1020240,243433,1
"959",42,1010554,243434,2
"960",44,1004360,243448,2
"961",42,1009670,243470,1
"962",43,1022146,243475,1
"963",43,1018856,243477,0
"964",42,1009677,243484,3
"965",44,1007725,243503,2
"966",44,1008585,243507,2
"967",44,1004981,243508,1
"968",42,1010948,243509,5
"969",44,1004689,243518,0
"970",45,1034027,243556,1
"971",43,1019946,243567,0
"972",43,1018836,243579,2
"973",44,1003633,243584,1
"974",44,1007221,243586,0
"975",43,1017956,243586,1
"976",43,1021336,243593,0
"977",42,1009731,243613,3
"978",44,1004452,243620,1
"979",42,1015292,243652,1
"980",44,1004327,243678,0
"981",44,1004285,243690,2
"982",45,1025970,243698,3
"983",44,1005103,243703,1
"984",43,1022117,243713,0
"985",44,1008105,243721,1
"986",44,1004213,243725,1
"987",44,1005665,243729,0
"988",45,1034600,243740,2
"989",42,1014123,243770,1
"990",43,1018150,243776,0
"991",42,1011087,243777,1
"992",42,1010708,243780,1
"993",44,1007365,243785,0
"994",45,1026327,243791,0
"995",44,1004044,243795,0
"996",44,1007919,243811,0
"997",44,1003758,243813,1
"998",44,1003984,243824,1
"999",42,1011117,243843,2
"1000",44,1007411,243852,2
"1001",42,1015077,243852,0
"1002",42,1015672,243853,0
"1003",44,1009029,243859,1
"1004",42,1013416,243863,1
"1005",44,1005731,243904,1
"1006",43,1018776,243911,0
"1007",42,1014727,243921,2
"1008",42,1009873,243953,1
"1009",44,1004313,243967,1
"1010",44,1007530,244009,0
"1011",45,1025146,244016,2
"1012",44,1003931,244041,1
"1013",44,1007951,244044,3
"1014",44,1007562,244048,0
"1015",45,1026570,244060,1
"1016",44,1009638,244062,0
"1017",45,1025557,244075,0
"1018",45,1026396,244077,0
"1019",42,1010829,244080,2
"1020",44,1008010,244113,0
"1021",42,1009957,244123,3
"1022",45,1030238,244132,1
"1023",42,1010860,244138,0
"1024",45,1027377,244151,1
"1025",42,1015805,244156,1
"1026",44,1009210,244157,1
"1027",42,1010868,244171,2
"1028",45,1026676,244181,8
"1029",44,1004047,244192,0
"1030",42,1015085,244196,1
"1031",43,1022593,244220,0
"1032",44,1004076,244229,2
"1033",42,1010013,244242,0
"1034",45,1026742,244258,3
"1035",44,1009710,244261,0
"1036",42,1010913,244263,1
"1037",42,1015568,244263,1
"1038",44,1008123,244271,2
"1039",42,1010911,244273,2
"1040",44,1009255,244278,1
"1041",44,1005474,244285,1
"1042",45,1032439,244289,1
"1043",44,1009713,244297,7
"1044",43,1019808,244335,1
"1045",45,1026838,244363,0
"1046",42,1014748,244365,1
"1047",44,1006286,244384,1
"1048",45,1026423,244405,1
"1049",44,1008989,244415,0
"1050",42,1010098,244419,5
"1051",42,1010103,244431,0
"1052",43,1021034,244440,0
"1053",43,1021222,244461,0
"1054",42,1010997,244468,0
"1055",42,1011930,244473,1
"1056",42,1010126,244478,0
"1057",44,1004279,244490,2
"1058",45,1025070,244539,3
"1059",44,1008769,244547,2
"1060",44,1007578,244549,1
"1061",45,1029209,244588,4
"1062",44,1005788,244600,0
"1063",43,1020710,244616,1
"1064",45,1028135,244640,1
"1065",45,1025700,244713,2
"1066",44,1007239,244716,1
"1067",44,1008404,244727,0
"1068",43,1020203,244736,1
"1069",43,1020964,244740,1
"1070",44,1008360,244745,1
"1071",45,1026727,244747,1
"1072",44,1008875,244776,1
"1073",42,1012069,244810,1
"1074",44,1006712,244826,1
"1075",45,1033221,244833,1
"1076",45,1026818,244856,0
"1077",43,1020447,244888,0
"1078",42,1012105,244896,0
"1079",45,1032422,244903,4
"1080",44,1006157,244915,2
"1081",45,1027351,244927,1
"1082",44,1007374,244940,2
"1083",45,1030999,244966,1
"1084",45,1026465,244977,1
"1085",43,1020953,244991,1
"1086",44,1007419,245007,1
"1087",45,1025744,245017,0
"1088",45,1044177,245018,4
"1089",44,1008192,245037,0
"1090",45,1026992,245049,1
"1091",43,1021139,245062,1
"1092",44,1007763,245076,0
"1093",45,1027031,245098,2
"1094",45,1026579,245113,3
"1095",45,1027523,245113,0
"1096",44,1007509,245160,1
"1097",44,1004632,245169,1
"1098",45,1025557,245193,1
"1099",49,1019772,245230,0
"1100",42,1010430,245242,4
"1101",44,1008285,245256,2
"1102",45,1027674,245277,0
"1103",45,1025458,245278,3
"1104",45,1026729,245280,0
"1105",45,1026675,245331,1
"1106",44,1008313,245340,1
"1107",43,1021898,245357,0
"1108",45,1027267,245362,1
"1109",48,1017356,245369,1
"1110",45,1026812,245378,1
"1111",44,1004928,245385,0
"1112",44,1007027,245405,0
"1113",44,1005981,245427,2
"1114",45,1026188,245427,0
"1115",45,1026541,245445,1
"1116",45,1030080,245467,0
"1117",44,1007998,245528,1
"1118",44,1008734,245544,1
"1119",45,1025136,245571,2
"1120",45,1028994,245583,0
"1121",45,1027956,245587,0
"1122",45,1029675,245606,0
"1123",44,1005501,245608,3
"1124",45,1044011,245610,0
"1125",48,1019444,245654,3
"1126",49,1019444,245654,0
"1127",44,1008406,245663,1
"1128",42,1012148,245681,1
"1129",45,1031360,245699,1
"1130",44,1005847,245702,0
"1131",45,1031629,245710,1
"1132",44,1006149,245725,0
"1133",44,1008419,245726,0
"1134",49,1021752,245738,2
"1135",49,1020546,245739,2
"1136",49,1020195,245767,1
"1137",49,1028231,245780,1
"1138",45,1026792,245826,3
"1139",49,1020783,245835,4
"1140",45,1031330,245837,1
"1141",43,1022347,245864,0
"1142",44,1005044,245866,1
"1143",45,1027607,245886,0
"1144",48,1019561,245896,0
"1145",45,1028001,245908,0
"1146",48,1016513,245912,0
"1147",49,1021175,245925,1
"1148",45,1026034,245931,0
"1149",44,1005084,245932,0
"1150",43,1022783,245933,0
"1151",44,1005394,245935,1
"1152",49,1027982,245950,0
"1153",49,1021209,245953,0
"1154",44,1004867,245966,0
"1155",48,1016424,245969,0
"1156",44,1005133,246020,1
"1157",45,1026568,246040,0
"1158",49,1020931,246057,0
"1159",44,1005166,246078,0
"1160",48,1018536,246089,0
"1161",45,1029983,246112,0
"1162",44,1005674,246113,2
"1163",44,1006949,246116,0
"1164",48,1013551,246128,1
"1165",44,1010527,246151,1
"1166",49,1024272,246164,1
"1167",49,1021076,246170,0
"1168",44,1004745,246204,1
"1169",44,1005825,246210,1
"1170",44,1005241,246219,1
"1171",49,1021557,246239,0
"1172",49,1024830,246246,0
"1173",44,1010535,246250,2
"1174",42,1010869,246272,1
"1175",44,1005285,246289,0
"1176",45,1025114,246289,0
"1177",48,1017958,246292,1
"1178",44,1010025,246298,2
"1179",48,1013824,246299,0
"1180",45,1031654,246310,1
"1181",44,1005885,246334,1
"1182",45,1025419,246336,0
"1183",49,1025507,246350,3
"1184",45,1026878,246357,0
"1185",44,1006947,246405,1
"1186",49,1025501,246411,0
"1187",44,1010929,246421,2
"1188",49,1024905,246447,1
"1189",49,1021020,246451,0
"1190",44,1008612,246492,1
"1191",45,1029359,246504,1
"1192",44,1006611,246527,0
"1193",44,1007645,246550,1
"1194",44,1010552,246556,0
"1195",44,1005083,246580,0
"1196",45,1043731,246580,0
"1197",45,1029380,246584,0
"1198",49,1020804,246600,0
"1199",49,1021208,246602,1
"1200",49,1020789,246627,2
"1201",49,1020135,246632,0
"1202",48,1016681,246634,0
"1203",45,1030226,246637,0
"1204",44,1010049,246653,2
"1205",44,1006375,246656,1
"1206",49,1021241,246656,0
"1207",48,1015368,246661,0
"1208",44,1005358,246668,1
"1209",49,1024713,246696,0
"1210",45,1026985,246715,0
"1211",48,1016553,246720,1
"1212",44,1005242,246745,0
"1213",49,1024914,246777,0
"1214",49,1020331,246789,0
"1215",44,1005297,246796,2
"1216",44,1006111,246803,3
"1217",45,1026920,246817,1
"1218",44,1005538,246818,1
"1219",48,1017883,246820,1
"1220",49,1020945,246837,0
"1221",49,1021404,246846,0
"1222",44,1011111,246850,2
"1223",44,1007907,246866,0
"1224",44,1007902,246875,1
"1225",49,1022079,246887,1
"1226",49,1025140,246900,0
"1227",45,1033170,246907,1
"1228",44,1006805,246922,0
"1229",44,1004989,246932,0
"1230",49,1020525,246946,2
"1231",42,1011165,246976,0
"1232",46,1011165,246976,0
"1233",44,1007075,246981,0
"1234",48,1016992,247008,1
"1235",48,1014599,247020,1
"1236",45,1029478,247038,0
"1237",48,1017518,247040,1
"1238",44,1009826,247051,2
"1239",44,1009324,247086,0
"1240",49,1026705,247087,0
"1241",44,1007101,247117,2
"1242",48,1016809,247125,1
"1243",49,1020901,247132,1
"1244",49,1023036,247177,2
"1245",46,1005697,247195,0
"1246",48,1016404,247199,0
"1247",49,1021125,247201,0
"1248",46,1009834,247208,1
"1249",49,1021174,247214,0
"1250",48,1017234,247239,1
"1251",49,1021292,247243,0
"1252",48,1016428,247247,1
"1253",49,1024922,247275,3
"1254",45,1030972,247291,0
"1255",49,1028272,247312,0
"1256",49,1021547,247314,0
"1257",49,1025077,247363,1
"1258",49,1021788,247380,0
"1259",46,1008116,247427,1
"1260",45,1030904,247429,1
"1261",49,1021517,247436,2
"1262",48,1012849,247437,0
"1263",46,1011163,247458,1
"1264",48,1014131,247458,2
"1265",49,1022096,247462,0
"1266",49,1024813,247464,1
"1267",49,1022127,247471,0
"1268",45,1032532,247487,1
"1269",48,1015762,247497,0
"1270",48,1017410,247507,1
"1271",45,1031447,247527,0
"1272",45,1030315,247569,0
"1273",49,1022512,247579,0
"1274",45,1030817,247597,2
"1275",45,1034252,247616,0
"1276",46,1007155,247647,0
"1277",49,1026241,247648,1
"1278",49,1021181,247653,0
"1279",49,1027239,247667,0
"1280",45,1031725,247668,3
"1281",48,1014165,247727,0
"1282",46,1010705,247739,0
"1283",45,1031052,247744,2
"1284",48,1012975,247755,1
"1285",49,1023139,247769,0
"1286",49,1021421,247782,1
"1287",49,1021412,247792,1
"1288",45,1032009,247804,0
"1289",46,1011526,247828,1
"1290",45,1030593,247852,0
"1291",46,1008971,247868,0
"1292",46,1006998,247894,1
"1293",49,1023343,247894,0
"1294",45,1030653,247909,3
"1295",49,1022413,247926,0
"1296",48,1014976,247931,1
"1297",45,1029855,247945,2
"1298",49,1024520,247949,1
"1299",46,1009629,247952,1
"1300",45,1029793,247953,0
"1301",48,1013611,247977,1
"1302",46,1008743,247991,0
"1303",49,1020850,247992,1
"1304",46,1010707,248016,2
"1305",46,1010638,248020,3
"1306",48,1014830,248022,1
"1307",49,1023566,248027,0
"1308",46,1010551,248029,0
"1309",45,1030906,248029,1
"1310",45,1030110,248042,1
"1311",49,1021006,248049,0
"1312",48,1014314,248052,1
"1313",49,1020705,248056,0
"1314",46,1010290,248072,0
"1315",49,1021061,248073,0
"1316",48,1013374,248085,0
"1317",48,1015295,248107,0
"1318",46,1011642,248112,3
"1319",46,1010911,248140,1
"1320",49,1021433,248145,1
"1321",46,1011459,248161,4
"1322",49,1021567,248183,1
"1323",49,1023870,248211,0
"1324",49,1026520,248226,0
"1325",49,1022926,248228,1
"1326",46,1007143,248244,0
"1327",46,1011511,248284,1
"1328",46,1007436,248286,1
"1329",46,1010956,248290,0
"1330",49,1024012,248293,2
"1331",49,1021000,248310,0
"1332",49,1024079,248329,1
"1333",46,1009219,248333,2
"1334",45,1030883,248367,1
"1335",46,1010244,248385,1
"1336",46,1006894,248425,1
"1337",49,1022653,248477,0
"1338",49,1025412,248481,1
"1339",46,1011009,248494,0
"1340",48,1015193,248585,2
"1341",49,1020666,248607,0
"1342",49,1024683,248692,0
"1343",49,1023770,248694,0
"1344",49,1020435,248705,1
"1345",48,1014610,248711,0
"1346",49,1024770,248740,0
"1347",46,1007213,248747,3
"1348",45,1030920,248748,0
"1349",49,1023190,248766,0
"1350",46,1010257,248767,1
"1351",49,1020740,248779,0
"1352",46,1009345,248793,0
"1353",46,1011960,248837,1
"1354",46,1009699,248848,1
"1355",49,1023365,248873,1
"1356",48,1014039,248920,1
"1357",46,1011141,248995,3
"1358",49,1021087,249005,1
"1359",49,1023588,249006,0
"1360",46,1011718,249007,1
"1361",46,1008702,249016,7
"1362",46,1008988,249034,0
"1363",48,1012327,249083,1
"1364",49,1027161,249085,1
"1365",49,1025370,249101,1
"1366",48,1012107,249138,2
"1367",46,1009428,249139,1
"1368",46,1007640,249147,1
"1369",45,1029703,249171,1
"1370",48,1013623,249192,0
"1371",49,1023157,249219,0
"1372",48,1013555,249233,0
"1373",49,1020703,249316,0
"1374",46,1007071,249381,1
"1375",46,1010643,249400,2
"1376",49,1027317,249427,0
"1377",49,1022722,249445,0
"1378",49,1024371,249469,1
"1379",46,1011314,249478,1
"1380",46,1010717,249520,1
"1381",48,1016391,249523,1
"1382",45,1032031,249526,0
"1383",49,1022405,249542,1
"1384",49,1022406,249562,0
"1385",49,1022947,249579,0
"1386",45,1032243,249594,0
"1387",48,1016143,249617,0
"1388",49,1024121,249630,0
"1389",49,1020830,249724,5
"1390",49,1020600,249736,0
"1391",49,1024060,249744,0
"1392",49,1021632,249745,2
"1393",46,1012116,249791,3
"1394",49,1024024,249804,0
"1395",46,1010464,249805,0
"1396",49,1022671,249820,1
"1397",49,1021630,249843,1
"1398",49,1021371,249849,1
"1399",46,1006269,249855,1
"1400",49,1021111,249855,1
"1401",49,1020567,249866,1
"1402",48,1016247,249898,1
"1403",48,1015996,249910,1
"1404",48,1016540,249911,1
"1405",48,1014698,249918,2
"1406",48,1016269,249937,1
"1407",46,1008278,249953,1
"1408",49,1020541,249976,0
"1409",46,1010596,249993,0
"1410",46,1009315,249995,5
"1411",49,1024838,250002,0
"1412",49,1021631,250007,0
"1413",49,1021637,250007,0
"1414",48,1016586,250022,1
"1415",49,1022419,250051,1
"1416",49,1027641,250071,1
"1417",46,1009372,250078,0
"1418",49,1022939,250092,0
"1419",46,1009376,250095,1
"1420",49,1023839,250110,1
"1421",46,1010365,250117,1
"1422",49,1020503,250117,0
"1423",46,1010130,250235,0
"1424",46,1012336,250274,0
"1425",49,1021121,250311,0
"1426",49,1020444,250325,2
"1427",49,1027756,250339,0
"1428",48,1015355,250352,2
"1429",46,1010531,250355,0
"1430",46,1009563,250359,0
"1431",46,1009792,250362,3
"1432",49,1021126,250378,0
"1433",46,1010541,250380,0
"1434",48,1014381,250399,1
"1435",46,1009305,250411,2
"1436",46,1007824,250419,1
"1437",49,1023350,250424,0
"1438",49,1021381,250432,0
"1439",49,1021121,250463,1
"1440",49,1021642,250472,1
"1441",48,1014431,250474,0
"1442",46,1007648,250488,0
"1443",45,1031310,250495,1
"1444",49,1023017,250501,1
"1445",46,1009656,250502,1
"1446",48,1014672,250512,1
"1447",48,1014098,250530,0
"1448",46,1011842,250535,0
"1449",49,1020385,250537,0
"1450",49,1023566,250552,0
"1451",48,1014314,250555,1
"1452",46,1009127,250597,0
"1453",49,1021648,250603,0
"1454",49,1021128,250615,0
"1455",49,1020848,250624,1
"1456",46,1011087,250709,0
"1457",46,1008817,250725,3
"1458",49,1021388,250730,0
"1459",49,1021134,250733,0
"1460",48,1015735,250750,0
"1461",46,1008855,250770,1
"1462",48,1013322,250792,1
"1463",45,1030460,250793,1
"1464",49,1024988,250798,1
"1465",49,1023987,250799,0
"1466",49,1020575,250835,0
"1467",46,1009601,250841,0
"1468",49,1021911,250860,0
"1469",49,1021652,250884,0
"1470",49,1023151,250905,2
"1471",49,1020857,250907,1
"1472",49,1021658,250923,0
"1473",49,1025214,250928,1
"1474",49,1024265,250968,1
"1475",48,1016684,251041,0
"1476",46,1010405,251053,0
"1477",49,1020854,251064,2
"1478",48,1014465,251092,1
"1479",49,1020586,251092,0
"1480",46,1009217,251104,0
"1481",46,1010722,251115,2
"1482",46,1007158,251123,1
"1483",49,1020243,251158,0
"1484",48,1015109,251170,0
"1485",49,1021137,251171,2
"1486",49,1021924,251186,0
"1487",49,1021926,251272,0
"1488",49,1021145,251285,1
"1489",46,1011081,251290,0
"1490",46,1012658,251344,2
"1491",46,1007158,251345,1
"1492",49,1023573,251354,0
"1493",49,1023584,251366,0
"1494",46,1011218,251388,1
"1495",49,1020590,251392,0
"1496",46,1012497,251415,1
"1497",49,1021667,251422,5
"1498",46,1011144,251424,0
"1499",49,1022880,251465,0
"1500",49,1022709,251466,1
"1501",46,1009432,251515,0
"1502",48,1014215,251525,0
"1503",46,1012171,251565,1
"1504",46,1011927,251675,1
"1505",49,1026694,251676,2
"1506",46,1011264,251679,2
"1507",46,1012246,251792,0
"1508",46,1011653,251798,1
"1509",49,1020407,251804,0
"1510",49,1021853,251873,1
"1511",49,1021902,251875,0
"1512",49,1020884,251882,0
"1513",46,1011699,251892,0
"1514",49,1022482,251894,0
"1515",48,1013914,251916,1
"1516",48,1013466,251920,0
"1517",49,1019941,251968,1
"1518",49,1021417,252011,0
"1519",49,1019953,252059,0
"1520",46,1010273,252117,2
"1521",46,1010604,252117,0
"1522",49,1021420,252127,0
"1523",52,1010565,252137,0
"1524",49,1020884,252147,0
"1525",46,1012643,252165,1
"1526",49,1020604,252199,0
"1527",48,1014367,252206,1
"1528",49,1020854,252209,0
"1529",49,1021168,252210,0
"1530",49,1019966,252223,1
"1531",52,1010939,252250,1
"1532",52,1010639,252289,1
"1533",49,1020890,252289,0
"1534",49,1030748,252305,0
"1535",48,1013688,252366,0
"1536",52,1010674,252373,0
"1537",48,1014739,252382,0
"1538",46,1012457,252402,2
