"","xcoord","ycoord","pforce"
"570",1009670,243470,1
"571",1022146,243475,1
"572",1009677,243484,3
"573",1007725,243503,2
"574",1008585,243507,2
"575",1004981,243508,1
"576",1010948,243509,5
"577",1034027,243556,1
"578",1018836,243579,2
"579",1003633,243584,1
"580",1017956,243586,1
"581",1009731,243613,3
"582",1004452,243620,1
"583",1015292,243652,1
"584",1004285,243690,2
"585",1025970,243698,3
"586",1005103,243703,1
"587",1008105,243721,1
"588",1004213,243725,1
"589",1034600,243740,2
"590",1014123,243770,1
"591",1011087,243777,1
"592",1010708,243780,1
"593",1003758,243813,1
"594",1003984,243824,1
"595",1011117,243843,2
"596",1007411,243852,2
"597",1009029,243859,1
"598",1013416,243863,1
"599",1005731,243904,1
"600",1014727,243921,2
"601",1009873,243953,1
"602",1004313,243967,1
"603",1025146,244016,2
"604",1003931,244041,1
"605",1007951,244044,3
"606",1026570,244060,1
"607",1010829,244080,2
"608",1009957,244123,3
"609",1030238,244132,1
"610",1027377,244151,1
"611",1015805,244156,1
"612",1009210,244157,1
"613",1010868,244171,2
"614",1026676,244181,8
"615",1015085,244196,1
"616",1004076,244229,2
"617",1026742,244258,3
"618",1010913,244263,1
"619",1015568,244263,1
"620",1008123,244271,2
"621",1010911,244273,2
"622",1009255,244278,1
"623",1005474,244285,1
"624",1032439,244289,1
"625",1009713,244297,7
"626",1019808,244335,1
"627",1014748,244365,1
"628",1006286,244384,1
"629",1026423,244405,1
"630",1010098,244419,5
"631",1011930,244473,1
"632",1004279,244490,2
"633",1025070,244539,3
"634",1008769,244547,2
"635",1007578,244549,1
"636",1029209,244588,4
"637",1020710,244616,1
"638",1028135,244640,1
"639",1025700,244713,2
"640",1007239,244716,1
"641",1020203,244736,1
"642",1020964,244740,1
"643",1008360,244745,1
"644",1026727,244747,1
"645",1008875,244776,1
"646",1012069,244810,1
"647",1006712,244826,1
"648",1033221,244833,1
"649",1032422,244903,4
"650",1006157,244915,2
"651",1027351,244927,1
"652",1007374,244940,2
"653",1030999,244966,1
"654",1026465,244977,1
"655",1020953,244991,1
"656",1007419,245007,1
"657",1044177,245018,4
"658",1026992,245049,1
"659",1021139,245062,1
"660",1027031,245098,2
"661",1026579,245113,3
"662",1007509,245160,1
"663",1004632,245169,1
"664",1025557,245193,1
"665",1010430,245242,4
"666",1008285,245256,2
"667",1025458,245278,3
"668",1026675,245331,1
"669",1008313,245340,1
"670",1027267,245362,1
"671",1017356,245369,1
"672",1026812,245378,1
"673",1005981,245427,2
"674",1026541,245445,1
"675",1007998,245528,1
"676",1008734,245544,1
"677",1025136,245571,2
"678",1005501,245608,3
"679",1019444,245654,3
"680",1008406,245663,1
"681",1012148,245681,1
"682",1031360,245699,1
"683",1031629,245710,1
"684",1021752,245738,2
"685",1020546,245739,2
"686",1020195,245767,1
"687",1028231,245780,1
"688",1026792,245826,3
"689",1020783,245835,4
"690",1031330,245837,1
"691",1005044,245866,1
"692",1021175,245925,1
"693",1005394,245935,1
"694",1005133,246020,1
"695",1005674,246113,2
