type,PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
misdemeanor_offenses,20,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,9,15,8,10,5,15,10,18,22,30,41,42,37,27,13,11
misdemeanor_offenses,20,MISDEMEANOR SEX CRIMES (4),42,31,34,33,24,24,48,36,30,27,29,34,42,43,38,31
misdemeanor_offenses,20,MISDEMEANOR DANGEROUS DRUGS  (1),289,283,338,229,139,152,109,184,86,152,106,158,99,86,55,67
misdemeanor_offenses,20,MISDEMEANOR DANGEROUS WEAPONS (5)               ,12,21,13,11,8,39,21,20,19,29,33,39,23,24,22,17
misdemeanor_offenses,20,PETIT LARCENY                         ,1291,1301,1246,1095,993,1155,962,896,952,1013,1041,904,1008,1182,1221,1171
misdemeanor_offenses,20,ASSAULT 3 AND RELATED OFFENSES        ,372,335,289,293,298,400,303,328,325,322,316,286,263,244,261,192
misdemeanor_offenses,20,INTOXICATED & IMPAIRED DRIVING              ,18,23,18,23,40,85,128,113,90,55,37,30,63,29,27,6
misdemeanor_offenses,20,VEHICLE AND TRAFFIC LAWS              ,52,54,42,38,35,46,41,40,47,40,27,24,36,36,21,28
misdemeanor_offenses,20,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,315,271,230,245,229,263,219,230,250,288,303,240,276,214,228,288
misdemeanor_offenses,20,CRIMINAL TRESPASS,58,87,61,108,76,81,67,83,77,114,85,93,89,83,60,67
misdemeanor_offenses,20,UNAUTHORIZED USE OF A VEHICLE           ,8,28,9,7,14,7,4,14,11,7,6,5,8,10,5,6
misdemeanor_offenses,20,OFFENSES AGAINST THE PERSON (7)      ,5,10,16,7,13,13,9,10,6,12,15,11,4,9,9,4
misdemeanor_offenses,20,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),58,41,32,28,43,71,52,64,64,69,70,78,86,72,77,53
misdemeanor_offenses,20,ADMINISTRATIVE CODE (6)            ,5,8,4,1,9,7,3,1,2,1,4,1,0,3,1,0
misdemeanor_offenses,20,FRAUDS (3)                    ,170,89,35,46,49,57,71,70,112,90,62,86,131,118,95,158
misdemeanor_offenses,20,AGGRAVATED HARASSMENT 2               ,404,401,355,277,282,256,239,226,251,236,241,241,219,231,124,127
misdemeanor_offenses,20,OTHER MISDEMEANORS (8),139,148,100,96,82,111,114,161,103,143,172,200,209,225,290,241
misdemeanor_offenses,20,TOTAL MISDEMEANOR OFFENSES,3247,3146,2830,2547,2339,2782,2400,2494,2447,2628,2588,2472,2593,2636,2547,2467
misdemeanor_offenses,22,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,2,1,0,0,0,1,3,1,0,0,4,4,1,2,0,2
misdemeanor_offenses,22,MISDEMEANOR SEX CRIMES (4),7,9,9,8,13,7,5,3,4,4,7,5,7,13,6,4
misdemeanor_offenses,22,MISDEMEANOR DANGEROUS DRUGS  (1),567,311,254,112,80,134,103,126,126,108,181,140,133,96,60,103
misdemeanor_offenses,22,MISDEMEANOR DANGEROUS WEAPONS (5)               ,3,1,3,0,3,4,5,1,2,0,6,8,8,9,7,4
misdemeanor_offenses,22,PETIT LARCENY                         ,108,119,110,75,78,88,47,72,76,53,105,153,121,110,83,90
misdemeanor_offenses,22,ASSAULT 3 AND RELATED OFFENSES        ,25,20,27,32,30,47,19,20,25,23,21,28,31,30,33,20
misdemeanor_offenses,22,INTOXICATED & IMPAIRED DRIVING              ,7,1,3,7,5,1,3,1,3,7,3,6,0,1,3,3
misdemeanor_offenses,22,VEHICLE AND TRAFFIC LAWS              ,11,4,4,3,3,6,2,5,2,5,4,0,8,3,4,6
misdemeanor_offenses,22,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,24,30,13,10,22,16,11,14,34,23,8,8,15,10,20,31
misdemeanor_offenses,22,CRIMINAL TRESPASS,0,1,2,4,4,4,4,3,0,0,5,0,0,1,0,1
misdemeanor_offenses,22,UNAUTHORIZED USE OF A VEHICLE           ,1,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0
misdemeanor_offenses,22,OFFENSES AGAINST THE PERSON (7)      ,6,1,5,2,1,2,1,0,1,0,1,2,2,3,4,1
misdemeanor_offenses,22,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),9,3,1,1,8,14,8,7,9,14,12,5,14,13,8,7
misdemeanor_offenses,22,ADMINISTRATIVE CODE (6)            ,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,2
misdemeanor_offenses,22,FRAUDS (3)                    ,4,1,3,0,3,4,5,3,5,2,4,0,2,5,2,0
misdemeanor_offenses,22,AGGRAVATED HARASSMENT 2               ,6,5,12,8,15,14,9,5,2,4,3,4,4,1,8,2
misdemeanor_offenses,22,OTHER MISDEMEANORS (8),80,31,22,15,37,33,34,40,23,45,42,39,62,44,52,51
misdemeanor_offenses,22,TOTAL MISDEMEANOR OFFENSES,860,539,468,278,302,375,259,305,312,288,408,403,408,345,290,327
misdemeanor_offenses,23,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,19,11,16,19,24,24,12,20,8,12,16,44,35,36,22,20
misdemeanor_offenses,23,MISDEMEANOR SEX CRIMES (4),63,63,56,45,47,47,60,51,53,38,49,45,44,42,66,40
misdemeanor_offenses,23,MISDEMEANOR DANGEROUS DRUGS  (1),2125,1525,1740,1252,1181,1043,1039,1073,1075,1130,1131,1291,1097,732,773,952
misdemeanor_offenses,23,MISDEMEANOR DANGEROUS WEAPONS (5)               ,59,74,67,71,81,86,121,129,106,128,144,144,90,91,107,136
misdemeanor_offenses,23,PETIT LARCENY                         ,677,707,633,588,544,615,691,651,563,628,657,525,621,743,718,688
misdemeanor_offenses,23,ASSAULT 3 AND RELATED OFFENSES        ,908,934,795,791,797,821,756,755,763,740,759,679,731,735,715,669
misdemeanor_offenses,23,INTOXICATED & IMPAIRED DRIVING              ,35,32,29,35,35,62,60,52,53,47,73,53,46,67,67,44
misdemeanor_offenses,23,VEHICLE AND TRAFFIC LAWS              ,234,173,145,110,87,102,106,71,42,44,44,35,34,30,39,37
misdemeanor_offenses,23,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,482,483,442,395,419,472,530,571,526,565,624,534,509,480,514,607
misdemeanor_offenses,23,CRIMINAL TRESPASS,325,329,326,462,550,690,680,809,752,841,589,579,505,656,643,385
misdemeanor_offenses,23,UNAUTHORIZED USE OF A VEHICLE           ,11,17,13,10,9,10,13,11,20,8,10,7,12,9,12,9
misdemeanor_offenses,23,OFFENSES AGAINST THE PERSON (7)      ,20,25,14,30,36,33,36,34,21,24,18,20,30,34,26,19
misdemeanor_offenses,23,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),155,151,141,207,210,241,271,231,205,252,301,241,248,272,247,212
misdemeanor_offenses,23,ADMINISTRATIVE CODE (6)            ,4,6,3,7,9,6,10,4,3,9,5,6,4,2,5,10
misdemeanor_offenses,23,FRAUDS (3)                    ,67,116,102,55,39,51,43,37,39,77,80,62,49,59,84,49
misdemeanor_offenses,23,AGGRAVATED HARASSMENT 2               ,581,563,523,488,431,529,498,470,410,399,353,408,400,406,255,301
misdemeanor_offenses,23,OTHER MISDEMEANORS (8),341,225,132,231,198,211,117,220,182,388,529,546,469,536,454,566
misdemeanor_offenses,23,TOTAL MISDEMEANOR OFFENSES,6106,5434,5177,4796,4697,5043,5043,5189,4821,5330,5382,5219,4924,4930,4747,4744
misdemeanor_offenses,24,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,6,16,8,24,25,18,16,16,23,17,8,14,22,16,11,6
misdemeanor_offenses,24,MISDEMEANOR SEX CRIMES (4),45,47,38,25,36,34,34,27,23,32,28,32,38,34,37,23
misdemeanor_offenses,24,MISDEMEANOR DANGEROUS DRUGS  (1),696,481,526,442,553,538,455,596,476,469,384,432,451,347,337,324
misdemeanor_offenses,24,MISDEMEANOR DANGEROUS WEAPONS (5)               ,19,27,21,24,23,43,32,28,39,35,27,30,30,22,40,45
misdemeanor_offenses,24,PETIT LARCENY                         ,1260,1049,1108,1191,1134,1358,1060,1113,1241,938,1063,818,980,1051,977,1094
misdemeanor_offenses,24,ASSAULT 3 AND RELATED OFFENSES        ,500,486,428,378,390,397,411,403,373,395,371,385,380,383,358,282
misdemeanor_offenses,24,INTOXICATED & IMPAIRED DRIVING              ,31,16,21,16,35,31,32,40,31,68,42,25,18,23,34,19
misdemeanor_offenses,24,VEHICLE AND TRAFFIC LAWS              ,51,62,25,29,49,35,21,28,31,27,27,31,28,33,27,28
misdemeanor_offenses,24,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,386,288,282,418,405,390,429,449,524,468,508,368,425,396,389,494
misdemeanor_offenses,24,CRIMINAL TRESPASS,128,160,135,184,189,213,191,345,322,262,208,151,153,165,128,128
misdemeanor_offenses,24,UNAUTHORIZED USE OF A VEHICLE           ,6,12,13,8,7,6,6,6,4,10,7,5,10,11,5,9
misdemeanor_offenses,24,OFFENSES AGAINST THE PERSON (7)      ,10,13,15,7,9,9,9,14,4,10,14,10,17,11,13,9
misdemeanor_offenses,24,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),84,77,89,73,85,90,72,100,93,102,84,88,86,85,95,86
misdemeanor_offenses,24,ADMINISTRATIVE CODE (6)            ,9,14,7,1,10,5,5,4,1,4,9,3,6,1,2,4
misdemeanor_offenses,24,FRAUDS (3)                    ,85,112,106,39,39,37,27,43,49,63,67,33,41,36,43,65
misdemeanor_offenses,24,AGGRAVATED HARASSMENT 2               ,424,472,362,365,331,301,266,341,313,305,322,325,294,218,153,124
misdemeanor_offenses,24,OTHER MISDEMEANORS (8),196,141,186,191,206,178,229,289,246,235,273,258,394,333,342,338
misdemeanor_offenses,24,TOTAL MISDEMEANOR OFFENSES,3936,3473,3370,3415,3526,3683,3295,3842,3793,3440,3442,3008,3373,3165,2991,3078
misdemeanor_offenses,25,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,25,17,23,23,21,33,20,24,35,69,50,41,44,55,21,31
misdemeanor_offenses,25,MISDEMEANOR SEX CRIMES (4),60,62,44,42,48,48,44,35,50,35,42,50,54,46,59,55
misdemeanor_offenses,25,MISDEMEANOR DANGEROUS DRUGS  (1),1746,1235,1430,1267,1498,1332,1507,1709,1826,1743,2251,2261,2579,2044,2192,1366
misdemeanor_offenses,25,MISDEMEANOR DANGEROUS WEAPONS (5)               ,30,48,49,70,63,71,88,122,116,106,154,98,98,109,96,139
misdemeanor_offenses,25,PETIT LARCENY                         ,688,651,658,753,597,576,593,909,1002,1030,980,977,1095,973,1070,1018
misdemeanor_offenses,25,ASSAULT 3 AND RELATED OFFENSES        ,724,758,671,734,721,632,589,593,633,605,582,648,725,717,725,520
misdemeanor_offenses,25,INTOXICATED & IMPAIRED DRIVING              ,90,79,92,123,175,193,195,255,203,255,225,171,165,127,90,64
misdemeanor_offenses,25,VEHICLE AND TRAFFIC LAWS              ,120,92,77,85,85,65,59,67,65,59,53,54,60,55,35,72
misdemeanor_offenses,25,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,426,316,299,404,395,465,436,525,458,464,417,382,461,449,865,953
misdemeanor_offenses,25,CRIMINAL TRESPASS,217,156,159,238,316,424,466,512,522,427,463,484,322,365,532,198
misdemeanor_offenses,25,UNAUTHORIZED USE OF A VEHICLE           ,19,21,19,10,10,9,8,9,8,4,10,10,11,11,12,12
misdemeanor_offenses,25,OFFENSES AGAINST THE PERSON (7)      ,15,18,26,35,34,17,18,16,13,10,21,17,17,14,14,27
misdemeanor_offenses,25,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),107,99,111,140,157,134,137,137,156,162,201,145,182,188,209,192
misdemeanor_offenses,25,ADMINISTRATIVE CODE (6)            ,8,2,7,8,1,6,2,5,2,4,10,7,11,5,6,7
misdemeanor_offenses,25,FRAUDS (3)                    ,73,87,61,64,62,57,52,50,120,139,152,68,86,77,64,58
misdemeanor_offenses,25,AGGRAVATED HARASSMENT 2               ,344,307,365,366,380,349,345,327,309,373,365,344,336,360,234,296
misdemeanor_offenses,25,OTHER MISDEMEANORS (8),630,1134,610,832,1039,926,785,1096,1065,1072,1311,1095,1061,1405,1029,1306
misdemeanor_offenses,25,TOTAL MISDEMEANOR OFFENSES,5322,5082,4701,5194,5602,5337,5344,6391,6583,6557,7287,6852,7307,7000,7253,6314
misdemeanor_offenses,26,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,14,9,19,11,12,13,8,12,17,24,19,15,13,4,7,7
misdemeanor_offenses,26,MISDEMEANOR SEX CRIMES (4),35,34,31,28,26,40,25,31,29,23,30,33,35,22,38,27
misdemeanor_offenses,26,MISDEMEANOR DANGEROUS DRUGS  (1),427,278,407,327,507,407,459,320,354,362,376,431,548,395,235,268
misdemeanor_offenses,26,MISDEMEANOR DANGEROUS WEAPONS (5)               ,28,43,53,48,68,66,59,63,45,59,64,46,48,67,35,28
misdemeanor_offenses,26,PETIT LARCENY                         ,706,572,576,629,577,533,656,569,595,635,603,498,560,514,475,407
misdemeanor_offenses,26,ASSAULT 3 AND RELATED OFFENSES        ,432,411,345,349,318,307,263,288,290,271,326,318,327,312,266,227
misdemeanor_offenses,26,INTOXICATED & IMPAIRED DRIVING              ,64,29,35,32,53,50,35,46,44,54,31,32,41,58,43,17
misdemeanor_offenses,26,VEHICLE AND TRAFFIC LAWS              ,203,173,144,114,103,87,124,112,41,28,30,28,21,26,19,17
misdemeanor_offenses,26,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,280,271,277,287,292,256,290,384,389,326,290,255,325,230,303,331
misdemeanor_offenses,26,CRIMINAL TRESPASS,151,107,99,126,196,129,166,148,228,257,237,231,204,192,165,65
misdemeanor_offenses,26,UNAUTHORIZED USE OF A VEHICLE           ,23,15,26,16,16,11,7,11,9,3,4,10,10,7,3,4
misdemeanor_offenses,26,OFFENSES AGAINST THE PERSON (7)      ,14,9,7,12,13,10,6,13,18,13,9,8,14,12,20,17
misdemeanor_offenses,26,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),35,41,48,50,77,63,76,64,76,71,70,84,85,101,70,89
misdemeanor_offenses,26,ADMINISTRATIVE CODE (6)            ,7,2,3,7,8,9,5,2,1,2,2,3,2,2,1,3
misdemeanor_offenses,26,FRAUDS (3)                    ,52,76,37,28,40,35,42,26,30,22,26,38,20,36,25,19
misdemeanor_offenses,26,AGGRAVATED HARASSMENT 2               ,239,288,234,196,212,187,201,219,163,208,184,169,178,180,142,153
misdemeanor_offenses,26,OTHER MISDEMEANORS (8),404,289,351,383,368,424,377,486,451,418,707,622,726,595,416,528
misdemeanor_offenses,26,TOTAL MISDEMEANOR OFFENSES,3114,2647,2692,2643,2886,2627,2799,2794,2780,2776,3008,2821,3157,2753,2263,2207
misdemeanor_offenses,28,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,7,13,11,34,18,12,5,8,19,11,25,20,33,13,11
misdemeanor_offenses,28,MISDEMEANOR SEX CRIMES (4),49,34,29,34,39,26,26,40,39,28,32,34,37,36,32,28
misdemeanor_offenses,28,MISDEMEANOR DANGEROUS DRUGS  (1),1194,770,1150,1211,1455,1217,1410,1243,1167,1451,1313,1208,1266,1366,1132,744
misdemeanor_offenses,28,MISDEMEANOR DANGEROUS WEAPONS (5)               ,24,23,29,44,40,57,90,67,73,71,52,73,55,40,34,43
misdemeanor_offenses,28,PETIT LARCENY                         ,634,666,683,751,773,671,707,725,734,1000,1024,976,982,1169,1121,1029
misdemeanor_offenses,28,ASSAULT 3 AND RELATED OFFENSES        ,666,710,601,508,515,509,529,431,482,533,558,524,515,480,504,404
misdemeanor_offenses,28,INTOXICATED & IMPAIRED DRIVING              ,38,34,30,22,40,22,24,51,44,47,29,33,42,39,35,30
misdemeanor_offenses,28,VEHICLE AND TRAFFIC LAWS              ,270,186,151,139,114,59,88,82,45,35,32,30,25,37,24,28
misdemeanor_offenses,28,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,317,362,240,346,329,308,342,330,352,319,299,262,315,345,332,355
misdemeanor_offenses,28,CRIMINAL TRESPASS,89,72,102,224,247,277,272,324,260,524,308,157,226,166,127,125
misdemeanor_offenses,28,UNAUTHORIZED USE OF A VEHICLE           ,15,24,10,10,10,8,6,11,8,6,6,7,6,5,5,5
misdemeanor_offenses,28,OFFENSES AGAINST THE PERSON (7)      ,7,10,6,5,6,9,12,9,11,13,9,11,22,18,7,12
misdemeanor_offenses,28,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),143,120,83,94,130,116,175,161,151,172,166,156,160,178,186,161
misdemeanor_offenses,28,ADMINISTRATIVE CODE (6)            ,12,10,12,16,21,18,37,16,14,10,8,4,7,6,5,4
misdemeanor_offenses,28,FRAUDS (3)                    ,61,76,75,46,43,60,51,67,72,86,84,59,57,42,36,19
misdemeanor_offenses,28,AGGRAVATED HARASSMENT 2               ,297,302,253,225,226,213,229,231,221,229,222,210,193,216,149,185
misdemeanor_offenses,28,OTHER MISDEMEANORS (8),568,379,547,830,731,496,720,588,594,631,579,859,1074,898,837,813
misdemeanor_offenses,28,TOTAL MISDEMEANOR OFFENSES,4391,3785,4014,4516,4753,4084,4730,4381,4275,5174,4732,4628,5002,5074,4579,3996
misdemeanor_offenses,30,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,14,25,21,23,22,26,14,13,14,15,23,21,17,20,13,13
misdemeanor_offenses,30,MISDEMEANOR SEX CRIMES (4),35,41,42,35,40,44,32,36,36,38,36,45,44,34,38,24
misdemeanor_offenses,30,MISDEMEANOR DANGEROUS DRUGS  (1),3265,3345,2457,1352,1061,751,876,1236,1034,1355,1055,1208,1084,948,734,738
misdemeanor_offenses,30,MISDEMEANOR DANGEROUS WEAPONS (5)               ,66,85,64,88,111,104,89,115,84,163,103,111,97,111,93,79
misdemeanor_offenses,30,PETIT LARCENY                         ,572,471,541,521,567,424,463,371,485,383,383,365,444,503,455,447
misdemeanor_offenses,30,ASSAULT 3 AND RELATED OFFENSES        ,694,675,666,612,599,632,516,521,454,490,570,580,572,613,598,399
misdemeanor_offenses,30,INTOXICATED & IMPAIRED DRIVING              ,79,60,58,42,60,86,90,83,123,140,124,87,137,120,104,74
misdemeanor_offenses,30,VEHICLE AND TRAFFIC LAWS              ,525,330,384,355,389,404,461,501,268,373,302,136,180,157,83,97
misdemeanor_offenses,30,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,484,344,228,361,330,368,381,369,413,319,373,287,335,309,365,423
misdemeanor_offenses,30,CRIMINAL TRESPASS,666,407,245,275,449,237,153,139,200,261,193,222,152,119,98,101
misdemeanor_offenses,30,UNAUTHORIZED USE OF A VEHICLE           ,43,28,23,13,14,14,17,11,12,9,10,6,6,9,5,11
misdemeanor_offenses,30,OFFENSES AGAINST THE PERSON (7)      ,10,9,10,14,12,4,3,7,13,18,13,9,6,23,21,16
misdemeanor_offenses,30,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),118,86,67,78,121,116,101,125,108,177,142,131,108,138,145,118
misdemeanor_offenses,30,ADMINISTRATIVE CODE (6)            ,21,15,10,21,18,20,12,8,17,8,8,7,5,14,6,7
misdemeanor_offenses,30,FRAUDS (3)                    ,70,93,79,76,58,35,36,28,28,33,30,13,37,39,45,46
misdemeanor_offenses,30,AGGRAVATED HARASSMENT 2               ,348,403,369,335,309,314,305,244,255,241,246,227,209,206,175,134
misdemeanor_offenses,30,OTHER MISDEMEANORS (8),920,404,408,478,507,417,306,322,295,282,289,447,684,726,607,714
misdemeanor_offenses,30,TOTAL MISDEMEANOR OFFENSES,7930,6821,5672,4679,4667,3996,3855,4129,3839,4305,3900,3902,4117,4089,3585,3441
misdemeanor_offenses,32,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,4,12,18,12,23,13,27,20,15,25,21,28,29,19,13,9
misdemeanor_offenses,32,MISDEMEANOR SEX CRIMES (4),49,55,49,53,57,51,54,42,57,54,45,37,55,52,62,25
misdemeanor_offenses,32,MISDEMEANOR DANGEROUS DRUGS  (1),2259,1625,1585,1272,1598,1208,1197,1273,1652,1608,1444,1307,986,811,843,822
misdemeanor_offenses,32,MISDEMEANOR DANGEROUS WEAPONS (5)               ,45,70,45,101,107,93,174,118,174,153,152,128,97,90,74,86
misdemeanor_offenses,32,PETIT LARCENY                         ,748,843,699,674,604,672,630,538,569,648,639,604,634,642,699,716
misdemeanor_offenses,32,ASSAULT 3 AND RELATED OFFENSES        ,1011,992,843,784,917,849,861,877,991,919,984,912,870,864,861,702
misdemeanor_offenses,32,INTOXICATED & IMPAIRED DRIVING              ,20,34,44,45,81,75,65,88,107,72,61,52,47,56,41,37
misdemeanor_offenses,32,VEHICLE AND TRAFFIC LAWS              ,144,121,84,73,53,54,47,47,58,50,73,63,51,42,56,57
misdemeanor_offenses,32,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,711,588,439,439,512,571,455,547,511,430,410,410,461,422,503,520
misdemeanor_offenses,32,CRIMINAL TRESPASS,237,268,159,169,278,217,305,436,493,594,512,472,299,228,300,249
misdemeanor_offenses,32,UNAUTHORIZED USE OF A VEHICLE           ,20,20,21,22,10,14,20,12,16,16,21,17,17,21,18,9
misdemeanor_offenses,32,OFFENSES AGAINST THE PERSON (7)      ,15,19,17,30,25,17,11,20,25,41,29,49,39,21,23,12
misdemeanor_offenses,32,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),161,182,129,125,168,190,155,230,316,259,220,258,275,246,205,252
misdemeanor_offenses,32,ADMINISTRATIVE CODE (6)            ,10,23,12,9,20,31,14,11,9,20,10,7,12,16,29,12
misdemeanor_offenses,32,FRAUDS (3)                    ,66,100,49,56,68,85,69,59,79,63,58,79,85,57,51,68
misdemeanor_offenses,32,AGGRAVATED HARASSMENT 2               ,512,508,507,489,485,471,546,479,441,497,476,472,468,428,311,298
misdemeanor_offenses,32,OTHER MISDEMEANORS (8),464,399,358,295,231,219,218,213,260,251,310,388,844,738,526,674
misdemeanor_offenses,32,TOTAL MISDEMEANOR OFFENSES,6476,5859,5058,4648,5237,4830,4848,5010,5773,5700,5465,5283,5269,4753,4615,4548
misdemeanor_offenses,33,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,24,40,23,27,23,12,32,22,19,16,17,15,19,17,21,6
misdemeanor_offenses,33,MISDEMEANOR SEX CRIMES (4),45,55,48,42,34,31,36,50,39,34,30,22,26,34,35,29
misdemeanor_offenses,33,MISDEMEANOR DANGEROUS DRUGS  (1),2365,2043,1588,1503,1909,1444,1684,2373,2306,2037,1772,1664,1707,1703,1472,792
misdemeanor_offenses,33,MISDEMEANOR DANGEROUS WEAPONS (5)               ,39,64,52,77,62,67,114,102,105,121,100,89,62,82,55,68
misdemeanor_offenses,33,PETIT LARCENY                         ,695,652,615,757,711,621,643,600,659,544,579,493,637,564,654,643
misdemeanor_offenses,33,ASSAULT 3 AND RELATED OFFENSES        ,795,748,738,606,607,625,564,496,499,504,539,500,407,459,494,405
misdemeanor_offenses,33,INTOXICATED & IMPAIRED DRIVING              ,64,73,78,98,80,91,85,78,73,98,70,54,41,89,65,83
misdemeanor_offenses,33,VEHICLE AND TRAFFIC LAWS              ,330,294,204,159,96,95,93,85,47,71,53,43,42,38,42,41
misdemeanor_offenses,33,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,421,358,238,326,358,306,383,452,477,398,420,413,470,401,399,366
misdemeanor_offenses,33,CRIMINAL TRESPASS,632,175,202,221,284,267,214,291,315,291,306,237,142,162,140,128
misdemeanor_offenses,33,UNAUTHORIZED USE OF A VEHICLE           ,20,27,31,26,26,24,17,15,12,14,14,11,6,11,19,10
misdemeanor_offenses,33,OFFENSES AGAINST THE PERSON (7)      ,33,25,37,19,19,31,11,11,7,14,20,16,7,14,19,10
misdemeanor_offenses,33,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),112,85,127,120,129,118,153,154,114,128,117,108,112,119,93,87
misdemeanor_offenses,33,ADMINISTRATIVE CODE (6)            ,9,16,1,7,9,6,8,7,6,7,9,10,4,7,5,8
misdemeanor_offenses,33,FRAUDS (3)                    ,91,137,52,49,64,52,69,50,35,44,48,38,38,29,29,38
misdemeanor_offenses,33,AGGRAVATED HARASSMENT 2               ,459,469,426,384,382,361,341,322,331,333,315,231,257,247,135,106
misdemeanor_offenses,33,OTHER MISDEMEANORS (8),256,204,234,403,563,371,332,280,370,366,363,453,366,505,461,583
misdemeanor_offenses,33,TOTAL MISDEMEANOR OFFENSES,6390,5465,4694,4824,5356,4522,4779,5388,5414,5020,4772,4397,4343,4481,4138,3403
misdemeanor_offenses,34,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,17,12,28,24,42,25,13,19,9,10,15,27,24,23,13,6
misdemeanor_offenses,34,MISDEMEANOR SEX CRIMES (4),52,70,68,46,42,32,43,46,47,28,38,36,34,25,37,31
misdemeanor_offenses,34,MISDEMEANOR DANGEROUS DRUGS  (1),2258,1038,863,999,1690,1660,1347,1544,1724,1834,1601,1616,1426,859,1288,707
misdemeanor_offenses,34,MISDEMEANOR DANGEROUS WEAPONS (5)               ,32,30,28,50,71,82,86,106,84,109,102,82,91,88,90,82
misdemeanor_offenses,34,PETIT LARCENY                         ,773,781,1117,790,776,788,638,616,736,753,633,666,740,859,770,761
misdemeanor_offenses,34,ASSAULT 3 AND RELATED OFFENSES        ,812,769,676,583,684,642,614,555,553,573,615,581,600,619,599,522
misdemeanor_offenses,34,INTOXICATED & IMPAIRED DRIVING              ,72,56,90,92,80,72,65,152,116,108,80,110,97,212,202,131
misdemeanor_offenses,34,VEHICLE AND TRAFFIC LAWS              ,122,78,85,62,58,64,46,69,56,49,46,47,55,55,57,55
misdemeanor_offenses,34,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,578,495,668,540,551,678,671,681,789,688,546,511,496,369,497,615
misdemeanor_offenses,34,CRIMINAL TRESPASS,77,76,52,87,143,100,113,121,94,173,226,384,308,347,490,205
